,Date,Start (ET),Visitor/Neutral,Visitor Points,Home/Neutral,Home Points, , ,Attend.,Notes
242,"Sat, Nov 26, 2016",8:00p,Detroit Pistons,88,Oklahoma City Thunder,106,Box Score,,"18,203",
243,"Sat, Nov 26, 2016",10:30p,Minnesota Timberwolves,102,Golden State Warriors,115,Box Score,,"19,596",
244,"Sun, Nov 27, 2016",1:00p,Cleveland Cavaliers,112,Philadelphia 76ers,108,Box Score,,"19,311",
245,"Sun, Nov 27, 2016",3:30p,Denver Nuggets,120,Phoenix Suns,114,Box Score,,"15,365",
246,"Sun, Nov 27, 2016",6:00p,Sacramento Kings,122,Brooklyn Nets,105,Box Score,,"13,646",
247,"Sun, Nov 27, 2016",6:00p,Los Angeles Clippers,70,Indiana Pacers,91,Box Score,,"15,572",
248,"Sun, Nov 27, 2016",6:00p,Milwaukee Bucks,104,Orlando Magic,96,Box Score,,"16,521",
249,"Sun, Nov 27, 2016",7:00p,New Orleans Pelicans,81,Dallas Mavericks,91,Box Score,,"19,302",
250,"Sun, Nov 27, 2016",9:00p,Houston Rockets,130,Portland Trail Blazers,114,Box Score,,"19,393",
251,"Sun, Nov 27, 2016",9:30p,Atlanta Hawks,94,Los Angeles Lakers,109,Box Score,,"18,997",
252,"Mon, Nov 28, 2016",7:00p,Sacramento Kings,95,Washington Wizards,101,Box Score,OT,"12,571",
253,"Mon, Nov 28, 2016",7:30p,Boston Celtics,112,Miami Heat,104,Box Score,,"19,600",
254,"Mon, Nov 28, 2016",7:30p,Oklahoma City Thunder,112,New York Knicks,103,Box Score,,"19,812",
255,"Mon, Nov 28, 2016",7:30p,Philadelphia 76ers,95,Toronto Raptors,122,Box Score,,"19,800",
256,"Mon, Nov 28, 2016",8:00p,Charlotte Hornets,104,Memphis Grizzlies,85,Box Score,,"13,143",
257,"Mon, Nov 28, 2016",8:00p,Utah Jazz,112,Minnesota Timberwolves,103,Box Score,,"9,384",
258,"Mon, Nov 28, 2016",10:30p,Atlanta Hawks,100,Golden State Warriors,105,Box Score,,"19,596",
259,"Tue, Nov 29, 2016",7:00p,Detroit Pistons,112,Charlotte Hornets,89,Box Score,,"14,266",
260,"Tue, Nov 29, 2016",7:30p,Los Angeles Clippers,122,Brooklyn Nets,127,Box Score,2OT,"15,681",
261,"Tue, Nov 29, 2016",8:00p,Cleveland Cavaliers,101,Milwaukee Bucks,118,Box Score,,"16,559",
262,"Tue, Nov 29, 2016",8:00p,Los Angeles Lakers,88,New Orleans Pelicans,105,Box Score,,"14,024",
263,"Tue, Nov 29, 2016",8:30p,Orlando Magic,95,San Antonio Spurs,83,Box Score,,"18,418",
264,"Tue, Nov 29, 2016",9:00p,Houston Rockets,101,Utah Jazz,120,Box Score,,"19,911",
265,"Wed, Nov 30, 2016",7:30p,Detroit Pistons,121,Boston Celtics,114,Box Score,,"17,338",
266,"Wed, Nov 30, 2016",7:30p,Memphis Grizzlies,105,Toronto Raptors,120,Box Score,,"19,800",
267,"Wed, Nov 30, 2016",8:00p,Los Angeles Lakers,96,Chicago Bulls,90,Box Score,,"21,773",
268,"Wed, Nov 30, 2016",8:00p,New York Knicks,106,Minnesota Timberwolves,104,Box Score,,"13,987",
269,"Wed, Nov 30, 2016",8:00p,Washington Wizards,115,Oklahoma City Thunder,126,Box Score,OT,"18,203",
270,"Wed, Nov 30, 2016",8:30p,San Antonio Spurs,94,Dallas Mavericks,87,Box Score,,"19,245",
271,"Wed, Nov 30, 2016",9:00p,Miami Heat,106,Denver Nuggets,98,Box Score,,"11,471",
272,"Wed, Nov 30, 2016",9:00p,Atlanta Hawks,107,Phoenix Suns,109,Box Score,,"15,909",
273,"Wed, Nov 30, 2016",10:00p,Indiana Pacers,109,Portland Trail Blazers,131,Box Score,,"19,107",
274,"Thu, Dec 1, 2016",7:00p,Dallas Mavericks,87,Charlotte Hornets,97,Box Score,,"14,471",
275,"Thu, Dec 1, 2016",7:30p,Milwaukee Bucks,111,Brooklyn Nets,93,Box Score,,"12,675",
276,"Thu, Dec 1, 2016",8:00p,Los Angeles Clippers,113,Cleveland Cavaliers,94,Box Score,,"20,562",
277,"Thu, Dec 1, 2016",8:00p,Orlando Magic,94,Memphis Grizzlies,95,Box Score,,"13,344",
278,"Thu, Dec 1, 2016",9:00p,Miami Heat,111,Utah Jazz,110,Box Score,,"19,073",
279,"Thu, Dec 1, 2016",10:30p,Houston Rockets,132,Golden State Warriors,127,Box Score,2OT,"19,596",
280,"Fri, Dec 2, 2016",7:00p,Orlando Magic,105,Philadelphia 76ers,88,Box Score,,"13,711",
281,"Fri, Dec 2, 2016",7:30p,Sacramento Kings,92,Boston Celtics,97,Box Score,,"18,624",
282,"Fri, Dec 2, 2016",7:30p,Minnesota Timberwolves,114,New York Knicks,118,Box Score,,"19,812",
283,"Fri, Dec 2, 2016",7:30p,Los Angeles Lakers,80,Toronto Raptors,113,Box Score,,"19,800",
284,"Fri, Dec 2, 2016",8:00p,Detroit Pistons,121,Atlanta Hawks,85,Box Score,,"15,500",
285,"Fri, Dec 2, 2016",8:00p,Cleveland Cavaliers,105,Chicago Bulls,111,Box Score,,"21,775",
286,"Fri, Dec 2, 2016",8:00p,Los Angeles Clippers,114,New Orleans Pelicans,96,Box Score,,"16,538",
287,"Fri, Dec 2, 2016",8:30p,Washington Wizards,105,San Antonio Spurs,107,Box Score,,"18,418",
288,"Fri, Dec 2, 2016",10:30p,Houston Rockets,128,Denver Nuggets,110,Box Score,,"15,549",
289,"Sat, Dec 3, 2016",5:00p,Brooklyn Nets,103,Milwaukee Bucks,112,Box Score,,"15,565",
290,"Sat, Dec 3, 2016",7:00p,Minnesota Timberwolves,125,Charlotte Hornets,120,Box Score,OT,"16,982",
291,"Sat, Dec 3, 2016",7:30p,Boston Celtics,107,Philadelphia 76ers,106,Box Score,,"17,063",
292,"Sat, Dec 3, 2016",7:30p,Atlanta Hawks,84,Toronto Raptors,128,Box Score,,"19,800",
293,"Sat, Dec 3, 2016",8:00p,Los Angeles Lakers,100,Memphis Grizzlies,103,Box Score,,"17,017",
294,"Sat, Dec 3, 2016",8:30p,Chicago Bulls,82,Dallas Mavericks,107,Box Score,,"19,857",
295,"Sat, Dec 3, 2016",9:00p,Denver Nuggets,98,Utah Jazz,105,Box Score,,"19,911",
296,"Sat, Dec 3, 2016",10:00p,Miami Heat,92,Portland Trail Blazers,99,Box Score,,"19,393",
297,"Sat, Dec 3, 2016",10:30p,Phoenix Suns,109,Golden State Warriors,138,Box Score,,"19,596",
298,"Sun, Dec 4, 2016",6:00p,Orlando Magic,98,Detroit Pistons,92,Box Score,,"15,206",
299,"Sun, Dec 4, 2016",7:00p,New Orleans Pelicans,92,Oklahoma City Thunder,101,Box Score,,"18,203",
300,"Sun, Dec 4, 2016",7:30p,Sacramento Kings,98,New York Knicks,106,Box Score,,"19,812",
301,"Sun, Dec 4, 2016",9:30p,Indiana Pacers,111,Los Angeles Clippers,102,Box Score,,"19,060",
302,"Mon, Dec 5, 2016",7:00p,Denver Nuggets,106,Philadelphia 76ers,98,Box Score,,"11,815",
303,"Mon, Dec 5, 2016",7:30p,Oklahoma City Thunder,102,Atlanta Hawks,99,Box Score,,"14,654",
304,"Mon, Dec 5, 2016",7:30p,Washington Wizards,118,Brooklyn Nets,113,Box Score,,"12,529",
305,"Mon, Dec 5, 2016",7:30p,Cleveland Cavaliers,116,Toronto Raptors,112,Box Score,,"19,800",
306,"Mon, Dec 5, 2016",8:00p,Portland Trail Blazers,112,Chicago Bulls,110,Box Score,,"21,351",
307,"Mon, Dec 5, 2016",8:00p,Boston Celtics,106,Houston Rockets,107,Box Score,,"15,730",
308,"Mon, Dec 5, 2016",8:00p,San Antonio Spurs,97,Milwaukee Bucks,96,Box Score,,"14,256",
309,"Mon, Dec 5, 2016",8:00p,Memphis Grizzlies,110,New Orleans Pelicans,108,Box Score,2OT,"13,795",
310,"Mon, Dec 5, 2016",8:30p,Charlotte Hornets,109,Dallas Mavericks,101,Box Score,,"19,228",
311,"Mon, Dec 5, 2016",10:30p,Indiana Pacers,106,Golden State Warriors,142,Box Score,,"19,596",
312,"Mon, Dec 5, 2016",10:30p,Utah Jazz,107,Los Angeles Lakers,101,Box Score,,"18,279",
313,"Tue, Dec 6, 2016",7:00p,Orlando Magic,124,Washington Wizards,116,Box Score,,"12,116",
314,"Tue, Dec 6, 2016",7:30p,Chicago Bulls,91,Detroit Pistons,102,Box Score,,"14,305",
315,"Tue, Dec 6, 2016",7:30p,New York Knicks,114,Miami Heat,103,Box Score,,"19,610",
316,"Tue, Dec 6, 2016",8:00p,Philadelphia 76ers,91,Memphis Grizzlies,96,Box Score,,"13,521",
317,"Tue, Dec 6, 2016",8:00p,San Antonio Spurs,105,Minnesota Timberwolves,91,Box Score,,"12,585",
318,"Tue, Dec 6, 2016",9:00p,Phoenix Suns,105,Utah Jazz,112,Box Score,,"18,997",
319,"Wed, Dec 7, 2016",7:00p,Detroit Pistons,77,Charlotte Hornets,87,Box Score,,"15,141",
320,"Wed, Dec 7, 2016",7:00p,Boston Celtics,117,Orlando Magic,87,Box Score,,"17,009",
321,"Wed, Dec 7, 2016",7:30p,Miami Heat,95,Atlanta Hawks,103,Box Score,,"11,326",
322,"Wed, Dec 7, 2016",7:30p,Denver Nuggets,111,Brooklyn Nets,116,Box Score,,"14,159",
323,"Wed, Dec 7, 2016",8:00p,Los Angeles Lakers,95,Houston Rockets,134,Box Score,,"16,141",
324,"Wed, Dec 7, 2016",8:00p,Portland Trail Blazers,107,Milwaukee Bucks,115,Box Score,,"14,033",
325,"Wed, Dec 7, 2016",8:00p,Cleveland Cavaliers,126,New York Knicks,94,Box Score,,"19,812",
326,"Wed, Dec 7, 2016",8:30p,Sacramento Kings,120,Dallas Mavericks,89,Box Score,,"19,711",
327,"Wed, Dec 7, 2016",9:00p,Indiana Pacers,109,Phoenix Suns,94,Box Score,,"17,452",
328,"Wed, Dec 7, 2016",10:30p,Golden State Warriors,115,Los Angeles Clippers,98,Box Score,,"19,239",
329,"Thu, Dec 8, 2016",7:00p,Minnesota Timberwolves,110,Toronto Raptors,124,Box Score,,"19,800",
330,"Thu, Dec 8, 2016",7:00p,Denver Nuggets,85,Washington Wizards,92,Box Score,,"12,645",
331,"Thu, Dec 8, 2016",8:00p,Portland Trail Blazers,86,Memphis Grizzlies,88,Box Score,,"14,317",
332,"Thu, Dec 8, 2016",8:00p,Philadelphia 76ers,99,New Orleans Pelicans,88,Box Score,,"14,158",
333,"Thu, Dec 8, 2016",9:00p,Golden State Warriors,106,Utah Jazz,99,Box Score,,"19,911",
334,"Thu, Dec 8, 2016",9:30p,San Antonio Spurs,91,Chicago Bulls,95,Box Score,,"21,489",
335,"Fri, Dec 9, 2016",7:00p,Orlando Magic,88,Charlotte Hornets,109,Box Score,,"15,707",
336,"Fri, Dec 9, 2016",7:30p,Toronto Raptors,101,Boston Celtics,94,Box Score,,"18,624",
337,"Fri, Dec 9, 2016",7:30p,Miami Heat,84,Cleveland Cavaliers,114,Box Score,,"20,562",
338,"Fri, Dec 9, 2016",8:00p,Atlanta Hawks,114,Milwaukee Bucks,110,Box Score,,"16,289",
339,"Fri, Dec 9, 2016",8:00p,Detroit Pistons,117,Minnesota Timberwolves,90,Box Score,,"14,109",
340,"Fri, Dec 9, 2016",8:00p,Houston Rockets,102,Oklahoma City Thunder,99,Box Score,,"18,203",
341,"Fri, Dec 9, 2016",8:30p,Indiana Pacers,103,Dallas Mavericks,111,Box Score,,"19,486",
342,"Fri, Dec 9, 2016",10:30p,Phoenix Suns,119,Los Angeles Lakers,115,Box Score,,"18,997",
343,"Fri, Dec 9, 2016",10:30p,New York Knicks,103,Sacramento Kings,100,Box Score,,"17,608",
344,"Sat, Dec 10, 2016",7:00p,Portland Trail Blazers,111,Indiana Pacers,118,Box Score,,"16,211",
345,"Sat, Dec 10, 2016",7:00p,Denver Nuggets,121,Orlando Magic,113,Box Score,,"17,010",
346,"Sat, Dec 10, 2016",7:00p,Milwaukee Bucks,105,Washington Wizards,110,Box Score,,"14,816",
347,"Sat, Dec 10, 2016",7:30p,Charlotte Hornets,105,Cleveland Cavaliers,116,Box Score,,"20,562",
348,"Sat, Dec 10, 2016",8:00p,Miami Heat,100,Chicago Bulls,105,Box Score,,"21,450",
349,"Sat, Dec 10, 2016",8:00p,Dallas Mavericks,87,Houston Rockets,109,Box Score,,"15,761",
350,"Sat, Dec 10, 2016",8:00p,Golden State Warriors,89,Memphis Grizzlies,110,Box Score,,"18,119",
351,"Sat, Dec 10, 2016",8:30p,Brooklyn Nets,101,San Antonio Spurs,130,Box Score,,"18,418",
352,"Sat, Dec 10, 2016",9:00p,Sacramento Kings,84,Utah Jazz,104,Box Score,,"19,331",
353,"Sat, Dec 10, 2016",10:30p,New Orleans Pelicans,105,Los Angeles Clippers,133,Box Score,,"19,060",
354,"Sun, Dec 11, 2016",6:00p,Philadelphia 76ers,97,Detroit Pistons,79,Box Score,,"7,244",
355,"Sun, Dec 11, 2016",7:00p,Golden State Warriors,116,Minnesota Timberwolves,108,Box Score,,"18,452",
356,"Sun, Dec 11, 2016",7:00p,Boston Celtics,96,Oklahoma City Thunder,99,Box Score,,"18,203",
357,"Sun, Dec 11, 2016",8:30p,New Orleans Pelicans,120,Phoenix Suns,119,Box Score,OT,"16,949",
358,"Sun, Dec 11, 2016",9:30p,New York Knicks,118,Los Angeles Lakers,112,Box Score,,"18,997",
359,"Mon, Dec 12, 2016",7:00p,Charlotte Hornets,94,Indiana Pacers,110,Box Score,,"14,138",
360,"Mon, Dec 12, 2016",7:30p,Washington Wizards,101,Miami Heat,112,Box Score,,"19,600",
361,"Mon, Dec 12, 2016",7:30p,Milwaukee Bucks,100,Toronto Raptors,122,Box Score,,"19,800",
362,"Mon, Dec 12, 2016",8:00p,Brooklyn Nets,118,Houston Rockets,122,Box Score,,"13,619",
363,"Mon, Dec 12, 2016",8:30p,Denver Nuggets,92,Dallas Mavericks,112,Box Score,,"19,425",
364,"Mon, Dec 12, 2016",10:30p,Portland Trail Blazers,120,Los Angeles Clippers,121,Box Score,,"19,060",
365,"Mon, Dec 12, 2016",10:30p,Los Angeles Lakers,92,Sacramento Kings,116,Box Score,,"17,608",
366,"Tue, Dec 13, 2016",7:00p,Memphis Grizzlies,86,Cleveland Cavaliers,103,Box Score,,"20,562",
367,"Tue, Dec 13, 2016",7:30p,Orlando Magic,131,Atlanta Hawks,120,Box Score,,"13,585",
368,"Tue, Dec 13, 2016",8:00p,Minnesota Timberwolves,99,Chicago Bulls,94,Box Score,,"21,146",
369,"Tue, Dec 13, 2016",8:00p,Golden State Warriors,113,New Orleans Pelicans,109,Box Score,,"17,789",
370,"Tue, Dec 13, 2016",9:00p,New York Knicks,111,Phoenix Suns,113,Box Score,OT,"16,429",
371,"Tue, Dec 13, 2016",10:30p,Oklahoma City Thunder,95,Portland Trail Blazers,114,Box Score,,"19,505",
372,"Wed, Dec 14, 2016",7:00p,Indiana Pacers,89,Miami Heat,95,Box Score,,"19,600",
373,"Wed, Dec 14, 2016",7:00p,Los Angeles Clippers,113,Orlando Magic,108,Box Score,,"18,846",
374,"Wed, Dec 14, 2016",7:00p,Toronto Raptors,123,Philadelphia 76ers,114,Box Score,,"16,192",
375,"Wed, Dec 14, 2016",7:00p,Charlotte Hornets,106,Washington Wizards,109,Box Score,,"13,447",
376,"Wed, Dec 14, 2016",7:30p,Los Angeles Lakers,97,Brooklyn Nets,107,Box Score,,"17,732",
377,"Wed, Dec 14, 2016",8:00p,Sacramento Kings,98,Houston Rockets,132,Box Score,,"15,039",
378,"Wed, Dec 14, 2016",8:00p,Cleveland Cavaliers,85,Memphis Grizzlies,93,Box Score,,"17,449",
379,"Wed, Dec 14, 2016",8:30p,Detroit Pistons,95,Dallas Mavericks,85,Box Score,,"19,687",
380,"Wed, Dec 14, 2016",9:00p,Oklahoma City Thunder,89,Utah Jazz,109,Box Score,,"19,911",
381,"Wed, Dec 14, 2016",9:30p,Boston Celtics,101,San Antonio Spurs,108,Box Score,,"18,418",
382,"Thu, Dec 15, 2016",8:00p,Chicago Bulls,97,Milwaukee Bucks,108,Box Score,,"16,704",
383,"Thu, Dec 15, 2016",8:00p,Indiana Pacers,95,New Orleans Pelicans,102,Box Score,,"15,472",
384,"Thu, Dec 15, 2016",9:00p,Portland Trail Blazers,120,Denver Nuggets,132,Box Score,,"10,022",
385,"Thu, Dec 15, 2016",9:00p,San Antonio Spurs,107,Phoenix Suns,92,Box Score,,"17,165",
386,"Thu, Dec 15, 2016",10:30p,New York Knicks,90,Golden State Warriors,103,Box Score,,"19,596",
387,"Fri, Dec 16, 2016",7:00p,Brooklyn Nets,111,Orlando Magic,118,Box Score,,"17,668",
388,"Fri, Dec 16, 2016",7:00p,Detroit Pistons,108,Washington Wizards,122,Box Score,,"15,573",
389,"Fri, Dec 16, 2016",7:30p,Charlotte Hornets,88,Boston Celtics,96,Box Score,,"18,624",
390,"Fri, Dec 16, 2016",7:30p,Atlanta Hawks,125,Toronto Raptors,121,Box Score,,"19,800",
391,"Fri, Dec 16, 2016",8:00p,Milwaukee Bucks,95,Chicago Bulls,69,Box Score,,"21,324",
392,"Fri, Dec 16, 2016",8:00p,New Orleans Pelicans,100,Houston Rockets,122,Box Score,,"16,728",
393,"Fri, Dec 16, 2016",8:00p,Sacramento Kings,96,Memphis Grizzlies,92,Box Score,,"15,987",
394,"Fri, Dec 16, 2016",8:00p,Los Angeles Clippers,102,Miami Heat,98,Box Score,,"19,600",
395,"Fri, Dec 16, 2016",8:00p,Los Angeles Lakers,100,Philadelphia 76ers,89,Box Score,,"20,491",
396,"Fri, Dec 16, 2016",10:30p,Dallas Mavericks,100,Utah Jazz,103,Box Score,,"18,721",
397,"Sat, Dec 17, 2016",5:00p,Phoenix Suns,101,Oklahoma City Thunder,114,Box Score,,"18,203",
398,"Sat, Dec 17, 2016",7:00p,Indiana Pacers,105,Detroit Pistons,90,Box Score,,"15,231",
399,"Sat, Dec 17, 2016",7:30p,Charlotte Hornets,107,Atlanta Hawks,99,Box Score,,"17,918",
400,"Sat, Dec 17, 2016",7:30p,Los Angeles Lakers,108,Cleveland Cavaliers,119,Box Score,,"20,562",
401,"Sat, Dec 17, 2016",8:00p,Houston Rockets,111,Minnesota Timberwolves,109,Box Score,OT,"14,689",
402,"Sat, Dec 17, 2016",9:00p,New York Knicks,114,Denver Nuggets,127,Box Score,,"12,042",
403,"Sat, Dec 17, 2016",10:30p,Portland Trail Blazers,90,Golden State Warriors,135,Box Score,,"19,596",
404,"Sun, Dec 18, 2016",3:30p,Los Angeles Clippers,110,Washington Wizards,117,Box Score,,"17,380",
405,"Sun, Dec 18, 2016",4:00p,Sacramento Kings,79,Dallas Mavericks,99,Box Score,,"19,504",
406,"Sun, Dec 18, 2016",6:00p,Utah Jazz,82,Memphis Grizzlies,73,Box Score,,"15,862",
407,"Sun, Dec 18, 2016",6:00p,Boston Celtics,105,Miami Heat,95,Box Score,,"19,600",
408,"Sun, Dec 18, 2016",6:00p,Toronto Raptors,109,Orlando Magic,79,Box Score,,"17,251",
409,"Sun, Dec 18, 2016",6:00p,Brooklyn Nets,107,Philadelphia 76ers,108,Box Score,,"16,460",
410,"Sun, Dec 18, 2016",7:00p,New Orleans Pelicans,100,San Antonio Spurs,113,Box Score,,"18,615",
411,"Mon, Dec 19, 2016",7:00p,Washington Wizards,105,Indiana Pacers,107,Box Score,,"17,686",
412,"Mon, Dec 19, 2016",8:00p,Detroit Pistons,82,Chicago Bulls,113,Box Score,,"21,400",
413,"Mon, Dec 19, 2016",8:00p,Phoenix Suns,108,Minnesota Timberwolves,115,Box Score,,"12,008",
414,"Mon, Dec 19, 2016",8:00p,Atlanta Hawks,110,Oklahoma City Thunder,108,Box Score,,"18,203",
415,"Mon, Dec 19, 2016",9:00p,Dallas Mavericks,107,Denver Nuggets,117,Box Score,,"12,581",
416,"Tue, Dec 20, 2016",7:00p,Los Angeles Lakers,113,Charlotte Hornets,117,Box Score,,"19,093",
417,"Tue, Dec 20, 2016",7:00p,New Orleans Pelicans,108,Philadelphia 76ers,93,Box Score,,"16,322",
418,"Tue, Dec 20, 2016",7:30p,Orlando Magic,136,Miami Heat,130,Box Score,2OT,"19,600",
419,"Tue, Dec 20, 2016",7:30p,Indiana Pacers,111,New York Knicks,118,Box Score,,"19,812",
420,"Tue, Dec 20, 2016",7:30p,Brooklyn Nets,104,Toronto Raptors,116,Box Score,,"19,800",
421,"Tue, Dec 20, 2016",8:00p,San Antonio Spurs,102,Houston Rockets,100,Box Score,,"18,055",
422,"Tue, Dec 20, 2016",8:00p,Boston Celtics,112,Memphis Grizzlies,109,Box Score,OT,"16,519",
423,"Tue, Dec 20, 2016",8:00p,Cleveland Cavaliers,114,Milwaukee Bucks,108,Box Score,OT,"17,053",
424,"Tue, Dec 20, 2016",10:30p,Utah Jazz,74,Golden State Warriors,104,Box Score,,"19,596",
425,"Tue, Dec 20, 2016",10:30p,Denver Nuggets,102,Los Angeles Clippers,119,Box Score,,"19,060",
426,"Tue, Dec 20, 2016",10:30p,Portland Trail Blazers,121,Sacramento Kings,126,Box Score,,"17,608",
427,"Wed, Dec 21, 2016",7:00p,Milwaukee Bucks,102,Cleveland Cavaliers,113,Box Score,,"20,562",
428,"Wed, Dec 21, 2016",7:30p,Minnesota Timberwolves,92,Atlanta Hawks,84,Box Score,,"17,578",
429,"Wed, Dec 21, 2016",7:30p,Memphis Grizzlies,98,Detroit Pistons,86,Box Score,,"16,033",
430,"Wed, Dec 21, 2016",8:00p,Washington Wizards,107,Chicago Bulls,97,Box Score,,"21,358",
431,"Wed, Dec 21, 2016",8:00p,Oklahoma City Thunder,121,New Orleans Pelicans,110,Box Score,,"16,375",
432,"Wed, Dec 21, 2016",9:00p,Houston Rockets,125,Phoenix Suns,111,Box Score,,"18,055",
433,"Wed, Dec 21, 2016",9:00p,Sacramento Kings,94,Utah Jazz,93,Box Score,,"19,195",
434,"Wed, Dec 21, 2016",10:00p,Dallas Mavericks,96,Portland Trail Blazers,95,Box Score,,"19,393",
435,"Thu, Dec 22, 2016",7:00p,Boston Celtics,109,Indiana Pacers,102,Box Score,,"17,577",
436,"Thu, Dec 22, 2016",7:30p,Golden State Warriors,117,Brooklyn Nets,101,Box Score,,"17,732",
437,"Thu, Dec 22, 2016",7:30p,Orlando Magic,95,New York Knicks,106,Box Score,,"19,812",
438,"Thu, Dec 22, 2016",8:00p,Los Angeles Lakers,107,Miami Heat,115,Box Score,,"19,712",
439,"Thu, Dec 22, 2016",10:30p,San Antonio Spurs,101,Los Angeles Clippers,106,Box Score,,"19,060",
440,"Fri, Dec 23, 2016",7:00p,Chicago Bulls,91,Charlotte Hornets,103,Box Score,,"19,249",
441,"Fri, Dec 23, 2016",7:00p,Los Angeles Lakers,90,Orlando Magic,109,Box Score,,"18,846",
442,"Fri, Dec 23, 2016",7:30p,Oklahoma City Thunder,117,Boston Celtics,112,Box Score,,"18,624",
443,"Fri, Dec 23, 2016",7:30p,Brooklyn Nets,99,Cleveland Cavaliers,119,Box Score,,"20,562",
444,"Fri, Dec 23, 2016",7:30p,Golden State Warriors,119,Detroit Pistons,113,Box Score,,"21,012",
445,"Fri, Dec 23, 2016",8:00p,Houston Rockets,109,Memphis Grizzlies,115,Box Score,,"17,454",
446,"Fri, Dec 23, 2016",8:00p,Washington Wizards,96,Milwaukee Bucks,123,Box Score,,"15,921",
447,"Fri, Dec 23, 2016",8:00p,Sacramento Kings,109,Minnesota Timberwolves,105,Box Score,,"13,288",
448,"Fri, Dec 23, 2016",8:00p,Miami Heat,87,New Orleans Pelicans,91,Box Score,,"16,322",
449,"Fri, Dec 23, 2016",9:00p,Atlanta Hawks,109,Denver Nuggets,108,Box Score,,"13,823",
450,"Fri, Dec 23, 2016",9:00p,Philadelphia 76ers,116,Phoenix Suns,123,Box Score,,"16,535",
451,"Fri, Dec 23, 2016",9:00p,Toronto Raptors,104,Utah Jazz,98,Box Score,,"19,911",
452,"Fri, Dec 23, 2016",10:00p,San Antonio Spurs,110,Portland Trail Blazers,90,Box Score,,"19,393",
453,"Fri, Dec 23, 2016",10:30p,Dallas Mavericks,90,Los Angeles Clippers,88,Box Score,,"19,060",
454,"Sun, Dec 25, 2016",12:00p,Boston Celtics,119,New York Knicks,114,Box Score,,"19,812",
455,"Sun, Dec 25, 2016",2:30p,Golden State Warriors,108,Cleveland Cavaliers,109,Box Score,,"20,562",
456,"Sun, Dec 25, 2016",5:00p,Chicago Bulls,100,San Antonio Spurs,119,Box Score,,"18,428",
457,"Sun, Dec 25, 2016",8:00p,Minnesota Timberwolves,100,Oklahoma City Thunder,112,Box Score,,"18,203",
458,"Sun, Dec 25, 2016",10:30p,Los Angeles Clippers,102,Los Angeles Lakers,111,Box Score,,"18,997",
459,"Mon, Dec 26, 2016",7:00p,Memphis Grizzlies,102,Orlando Magic,112,Box Score,,"17,104",
460,"Mon, Dec 26, 2016",7:00p,Milwaukee Bucks,102,Washington Wizards,107,Box Score,,"15,773",
461,"Mon, Dec 26, 2016",7:30p,Charlotte Hornets,118,Brooklyn Nets,120,Box Score,,"17,732",
462,"Mon, Dec 26, 2016",7:30p,Cleveland Cavaliers,90,Detroit Pistons,106,Box Score,,"18,123",
463,"Mon, Dec 26, 2016",8:00p,Indiana Pacers,85,Chicago Bulls,90,Box Score,,"21,922",
464,"Mon, Dec 26, 2016",8:00p,Phoenix Suns,115,Houston Rockets,131,Box Score,,"18,055",
465,"Mon, Dec 26, 2016",8:00p,Atlanta Hawks,90,Minnesota Timberwolves,104,Box Score,,"15,617",
466,"Mon, Dec 26, 2016",8:00p,Dallas Mavericks,104,New Orleans Pelicans,111,Box Score,,"15,764",
467,"Mon, Dec 26, 2016",10:00p,Toronto Raptors,95,Portland Trail Blazers,91,Box Score,,"19,393",
468,"Mon, Dec 26, 2016",10:30p,Denver Nuggets,106,Los Angeles Clippers,102,Box Score,,"19,060",
469,"Mon, Dec 26, 2016",10:30p,Philadelphia 76ers,100,Sacramento Kings,102,Box Score,,"17,608",
470,"Tue, Dec 27, 2016",7:30p,Memphis Grizzlies,103,Boston Celtics,113,Box Score,,"18,624",
471,"Tue, Dec 27, 2016",7:30p,Oklahoma City Thunder,106,Miami Heat,94,Box Score,,"19,977",
472,"Tue, Dec 27, 2016",8:30p,Houston Rockets,123,Dallas Mavericks,107,Box Score,,"20,425",
473,"Tue, Dec 27, 2016",10:30p,Utah Jazz,102,Los Angeles Lakers,100,Box Score,,"18,997",
474,"Wed, Dec 28, 2016",7:00p,Charlotte Hornets,120,Orlando Magic,101,Box Score,,"18,273",
475,"Wed, Dec 28, 2016",7:00p,Indiana Pacers,105,Washington Wizards,111,Box Score,,"16,172",
476,"Wed, Dec 28, 2016",7:30p,New York Knicks,98,Atlanta Hawks,102,Box Score,OT,"19,066",
477,"Wed, Dec 28, 2016",7:30p,Milwaukee Bucks,119,Detroit Pistons,94,Box Score,,"17,222",
478,"Wed, Dec 28, 2016",8:00p,Brooklyn Nets,99,Chicago Bulls,101,Box Score,,"21,957",
479,"Wed, Dec 28, 2016",8:00p,Los Angeles Clippers,98,New Orleans Pelicans,102,Box Score,,"16,647",
480,"Wed, Dec 28, 2016",8:30p,Phoenix Suns,98,San Antonio Spurs,119,Box Score,,"18,418",
481,"Wed, Dec 28, 2016",9:00p,Minnesota Timberwolves,103,Denver Nuggets,105,Box Score,,"15,093",
482,"Wed, Dec 28, 2016",10:00p,Sacramento Kings,89,Portland Trail Blazers,102,Box Score,,"19,665",
483,"Wed, Dec 28, 2016",10:30p,Toronto Raptors,111,Golden State Warriors,121,Box Score,,"19,596",
484,"Thu, Dec 29, 2016",7:00p,Miami Heat,82,Charlotte Hornets,91,Box Score,,"19,471",
