,Date,Start (ET),Visitor/Neutral,Visitor Points,Home/Neutral,Home Points, , ,Attend.,Notes
115,"Wed, Nov 9, 2016",10:30p,Portland Trail Blazers,80,Los Angeles Clippers,111,Box Score,,"19,060",
116,"Thu, Nov 10, 2016",8:00p,Chicago Bulls,98,Miami Heat,95,Box Score,,"19,600",
117,"Thu, Nov 10, 2016",8:00p,New Orleans Pelicans,112,Milwaukee Bucks,106,Box Score,,"12,159",
118,"Thu, Nov 10, 2016",9:00p,Golden State Warriors,125,Denver Nuggets,101,Box Score,,"17,569",
119,"Thu, Nov 10, 2016",10:30p,Los Angeles Lakers,101,Sacramento Kings,91,Box Score,,"17,608",
120,"Fri, Nov 11, 2016",7:00p,Toronto Raptors,113,Charlotte Hornets,111,Box Score,,"18,107",
121,"Fri, Nov 11, 2016",7:00p,Utah Jazz,87,Orlando Magic,74,Box Score,,"18,846",
122,"Fri, Nov 11, 2016",7:00p,Indiana Pacers,105,Philadelphia 76ers,109,Box Score,OT,"17,643",
123,"Fri, Nov 11, 2016",7:00p,Cleveland Cavaliers,105,Washington Wizards,94,Box Score,,"20,356",
124,"Fri, Nov 11, 2016",7:30p,New York Knicks,87,Boston Celtics,115,Box Score,,"18,624",
125,"Fri, Nov 11, 2016",8:00p,Los Angeles Clippers,110,Oklahoma City Thunder,108,Box Score,,"18,203",
126,"Fri, Nov 11, 2016",8:30p,Detroit Pistons,86,San Antonio Spurs,96,Box Score,,"18,418",
127,"Fri, Nov 11, 2016",10:00p,Sacramento Kings,120,Portland Trail Blazers,122,Box Score,OT,"19,918",
128,"Sat, Nov 12, 2016",7:00p,Boston Celtics,105,Indiana Pacers,99,Box Score,,"17,923",
129,"Sat, Nov 12, 2016",7:00p,Los Angeles Lakers,126,New Orleans Pelicans,99,Box Score,,"17,138",
130,"Sat, Nov 12, 2016",7:30p,Philadelphia 76ers,96,Atlanta Hawks,117,Box Score,,"17,399",
131,"Sat, Nov 12, 2016",7:30p,New York Knicks,107,Toronto Raptors,118,Box Score,,"19,800",
132,"Sat, Nov 12, 2016",8:00p,Washington Wizards,95,Chicago Bulls,106,Box Score,,"21,962",
133,"Sat, Nov 12, 2016",8:00p,San Antonio Spurs,106,Houston Rockets,100,Box Score,,"18,055",
134,"Sat, Nov 12, 2016",8:00p,Utah Jazz,102,Miami Heat,91,Box Score,,"19,600",
135,"Sat, Nov 12, 2016",8:00p,Los Angeles Clippers,119,Minnesota Timberwolves,105,Box Score,,"14,494",
136,"Sat, Nov 12, 2016",8:30p,Memphis Grizzlies,96,Milwaukee Bucks,106,Box Score,,"14,327",
137,"Sat, Nov 12, 2016",9:00p,Detroit Pistons,106,Denver Nuggets,95,Box Score,,"13,997",
138,"Sat, Nov 12, 2016",9:00p,Brooklyn Nets,122,Phoenix Suns,104,Box Score,,"17,126",
139,"Sun, Nov 13, 2016",3:30p,Charlotte Hornets,93,Cleveland Cavaliers,100,Box Score,,"20,562",
140,"Sun, Nov 13, 2016",7:00p,Los Angeles Lakers,99,Minnesota Timberwolves,125,Box Score,,"14,432",
141,"Sun, Nov 13, 2016",7:00p,Orlando Magic,119,Oklahoma City Thunder,117,Box Score,,"18,203",
142,"Sun, Nov 13, 2016",8:00p,Phoenix Suns,120,Golden State Warriors,133,Box Score,,"19,596",
143,"Sun, Nov 13, 2016",9:00p,Denver Nuggets,105,Portland Trail Blazers,112,Box Score,,"19,362",
144,"Mon, Nov 14, 2016",7:00p,Orlando Magic,69,Indiana Pacers,88,Box Score,,"14,825",
145,"Mon, Nov 14, 2016",7:30p,Oklahoma City Thunder,88,Detroit Pistons,104,Box Score,,"14,172",
146,"Mon, Nov 14, 2016",7:30p,Dallas Mavericks,77,New York Knicks,93,Box Score,,"19,812",
147,"Mon, Nov 14, 2016",8:00p,Philadelphia 76ers,88,Houston Rockets,115,Box Score,,"13,183",
148,"Mon, Nov 14, 2016",8:00p,Boston Celtics,105,New Orleans Pelicans,106,Box Score,,"15,001",
149,"Mon, Nov 14, 2016",8:30p,Miami Heat,90,San Antonio Spurs,94,Box Score,,"18,418",
150,"Mon, Nov 14, 2016",9:00p,Memphis Grizzlies,102,Utah Jazz,96,Box Score,,"18,176",
151,"Mon, Nov 14, 2016",10:30p,Brooklyn Nets,95,Los Angeles Clippers,127,Box Score,,"19,060",
152,"Tue, Nov 15, 2016",7:00p,Toronto Raptors,117,Cleveland Cavaliers,121,Box Score,,"20,562",
153,"Tue, Nov 15, 2016",7:30p,Atlanta Hawks,93,Miami Heat,90,Box Score,,"19,600",
154,"Tue, Nov 15, 2016",8:00p,Charlotte Hornets,115,Minnesota Timberwolves,108,Box Score,,"10,349",
155,"Tue, Nov 15, 2016",10:00p,Chicago Bulls,113,Portland Trail Blazers,88,Box Score,,"19,393",
156,"Tue, Nov 15, 2016",10:30p,Brooklyn Nets,118,Los Angeles Lakers,125,Box Score,,"18,426",
157,"Wed, Nov 16, 2016",7:00p,Cleveland Cavaliers,93,Indiana Pacers,103,Box Score,,"17,022",
158,"Wed, Nov 16, 2016",7:00p,New Orleans Pelicans,82,Orlando Magic,89,Box Score,,"16,127",
159,"Wed, Nov 16, 2016",7:00p,Washington Wizards,102,Philadelphia 76ers,109,Box Score,,"14,863",
160,"Wed, Nov 16, 2016",7:30p,Milwaukee Bucks,100,Atlanta Hawks,107,Box Score,,"14,656",
161,"Wed, Nov 16, 2016",7:30p,Dallas Mavericks,83,Boston Celtics,90,Box Score,,"18,624",
162,"Wed, Nov 16, 2016",7:30p,Detroit Pistons,102,New York Knicks,105,Box Score,,"19,812",
163,"Wed, Nov 16, 2016",8:00p,Houston Rockets,103,Oklahoma City Thunder,105,Box Score,,"18,203",
164,"Wed, Nov 16, 2016",8:00p,Golden State Warriors,127,Toronto Raptors,121,Box Score,,"21,050",
165,"Wed, Nov 16, 2016",9:00p,Phoenix Suns,104,Denver Nuggets,120,Box Score,,"10,247",
166,"Wed, Nov 16, 2016",10:30p,Memphis Grizzlies,111,Los Angeles Clippers,107,Box Score,,"19,060",
167,"Wed, Nov 16, 2016",10:30p,San Antonio Spurs,110,Sacramento Kings,105,Box Score,,"17,608",
168,"Thu, Nov 17, 2016",7:00p,New York Knicks,112,Washington Wizards,119,Box Score,,"16,704",
169,"Thu, Nov 17, 2016",7:30p,Milwaukee Bucks,73,Miami Heat,96,Box Score,,"19,600",
170,"Thu, Nov 17, 2016",8:00p,Portland Trail Blazers,109,Houston Rockets,126,Box Score,,"15,550",
171,"Thu, Nov 17, 2016",8:00p,Philadelphia 76ers,86,Minnesota Timberwolves,110,Box Score,,"16,866",
172,"Thu, Nov 17, 2016",10:30p,Chicago Bulls,85,Utah Jazz,77,Box Score,,"19,911",
173,"Fri, Nov 18, 2016",7:00p,Atlanta Hawks,96,Charlotte Hornets,100,Box Score,,"17,989",
174,"Fri, Nov 18, 2016",7:00p,Phoenix Suns,116,Indiana Pacers,96,Box Score,,"16,780",
175,"Fri, Nov 18, 2016",7:30p,Detroit Pistons,81,Cleveland Cavaliers,104,Box Score,,"20,562",
176,"Fri, Nov 18, 2016",8:00p,Golden State Warriors,104,Boston Celtics,88,Box Score,,"18,624",
177,"Fri, Nov 18, 2016",8:00p,Portland Trail Blazers,101,New Orleans Pelicans,113,Box Score,,"15,552",
178,"Fri, Nov 18, 2016",8:00p,Brooklyn Nets,105,Oklahoma City Thunder,124,Box Score,,"18,203",
179,"Fri, Nov 18, 2016",8:30p,Memphis Grizzlies,80,Dallas Mavericks,64,Box Score,,"19,715",
180,"Fri, Nov 18, 2016",9:00p,Toronto Raptors,113,Denver Nuggets,111,Box Score,OT,"12,476",
181,"Fri, Nov 18, 2016",10:30p,San Antonio Spurs,116,Los Angeles Lakers,107,Box Score,,"18,997",
182,"Fri, Nov 18, 2016",10:30p,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,"17,608",
183,"Sat, Nov 19, 2016",5:00p,Utah Jazz,102,Houston Rockets,111,Box Score,,"14,760",
184,"Sat, Nov 19, 2016",7:00p,Boston Celtics,94,Detroit Pistons,92,Box Score,,"16,107",
185,"Sat, Nov 19, 2016",7:00p,Charlotte Hornets,116,New Orleans Pelicans,121,Box Score,OT,"15,739",
186,"Sat, Nov 19, 2016",7:00p,Dallas Mavericks,87,Orlando Magic,95,Box Score,,"18,846",
187,"Sat, Nov 19, 2016",7:00p,Miami Heat,114,Washington Wizards,111,Box Score,,"15,848",
188,"Sat, Nov 19, 2016",7:30p,Phoenix Suns,105,Philadelphia 76ers,120,Box Score,,"18,125",
189,"Sat, Nov 19, 2016",8:00p,Minnesota Timberwolves,71,Memphis Grizzlies,93,Box Score,,"17,112",
190,"Sat, Nov 19, 2016",8:30p,Golden State Warriors,124,Milwaukee Bucks,121,Box Score,,"18,717",
191,"Sat, Nov 19, 2016",10:30p,Chicago Bulls,95,Los Angeles Clippers,102,Box Score,,"19,060",
192,"Sun, Nov 20, 2016",12:00p,Atlanta Hawks,94,New York Knicks,104,Box Score,,"19,812",
193,"Sun, Nov 20, 2016",3:30p,Portland Trail Blazers,129,Brooklyn Nets,109,Box Score,,"16,608",
194,"Sun, Nov 20, 2016",7:00p,Indiana Pacers,115,Oklahoma City Thunder,111,Box Score,OT,"18,203",
195,"Sun, Nov 20, 2016",9:00p,Utah Jazz,91,Denver Nuggets,105,Box Score,,"12,565",
196,"Sun, Nov 20, 2016",9:00p,Toronto Raptors,99,Sacramento Kings,102,Box Score,,"17,608",
197,"Sun, Nov 20, 2016",9:30p,Chicago Bulls,118,Los Angeles Lakers,110,Box Score,,"18,997",
198,"Mon, Nov 21, 2016",7:00p,Memphis Grizzlies,105,Charlotte Hornets,90,Box Score,,"14,181",
199,"Mon, Nov 21, 2016",7:00p,Golden State Warriors,120,Indiana Pacers,83,Box Score,,"17,923",
200,"Mon, Nov 21, 2016",7:00p,Miami Heat,94,Philadelphia 76ers,101,Box Score,,"16,477",
201,"Mon, Nov 21, 2016",7:00p,Phoenix Suns,101,Washington Wizards,106,Box Score,,"12,790",
202,"Mon, Nov 21, 2016",7:30p,Houston Rockets,99,Detroit Pistons,96,Box Score,,"13,632",
203,"Mon, Nov 21, 2016",8:00p,Orlando Magic,89,Milwaukee Bucks,93,Box Score,,"12,306",
204,"Mon, Nov 21, 2016",8:00p,Boston Celtics,99,Minnesota Timberwolves,93,Box Score,,"13,167",
205,"Mon, Nov 21, 2016",8:30p,Dallas Mavericks,91,San Antonio Spurs,96,Box Score,,"18,418",
206,"Mon, Nov 21, 2016",10:30p,Toronto Raptors,115,Los Angeles Clippers,123,Box Score,,"19,060",
207,"Tue, Nov 22, 2016",7:30p,New Orleans Pelicans,112,Atlanta Hawks,94,Box Score,,"19,120",
208,"Tue, Nov 22, 2016",7:30p,Portland Trail Blazers,103,New York Knicks,107,Box Score,,"19,812",
209,"Tue, Nov 22, 2016",9:00p,Chicago Bulls,107,Denver Nuggets,110,Box Score,,"14,328",
210,"Tue, Nov 22, 2016",10:30p,Oklahoma City Thunder,109,Los Angeles Lakers,111,Box Score,,"18,997",
211,"Wed, Nov 23, 2016",7:00p,San Antonio Spurs,119,Charlotte Hornets,114,Box Score,,"18,515",
212,"Wed, Nov 23, 2016",7:00p,Portland Trail Blazers,125,Cleveland Cavaliers,137,Box Score,,"20,562",
213,"Wed, Nov 23, 2016",7:00p,Atlanta Hawks,96,Indiana Pacers,85,Box Score,,"16,032",
214,"Wed, Nov 23, 2016",7:00p,Phoenix Suns,92,Orlando Magic,87,Box Score,,"17,069",
215,"Wed, Nov 23, 2016",7:00p,Memphis Grizzlies,104,Philadelphia 76ers,99,Box Score,2OT,"15,880",
216,"Wed, Nov 23, 2016",7:30p,Boston Celtics,111,Brooklyn Nets,92,Box Score,,"16,210",
217,"Wed, Nov 23, 2016",7:30p,Miami Heat,84,Detroit Pistons,107,Box Score,,"14,520",
218,"Wed, Nov 23, 2016",8:00p,Toronto Raptors,115,Houston Rockets,102,Box Score,,"18,055",
219,"Wed, Nov 23, 2016",8:30p,Los Angeles Clippers,124,Dallas Mavericks,104,Box Score,,"20,042",
220,"Wed, Nov 23, 2016",9:00p,Denver Nuggets,83,Utah Jazz,108,Box Score,,"19,229",
221,"Wed, Nov 23, 2016",9:30p,Minnesota Timberwolves,96,New Orleans Pelicans,117,Box Score,,"15,555",
222,"Wed, Nov 23, 2016",10:30p,Los Angeles Lakers,106,Golden State Warriors,149,Box Score,,"19,596",
223,"Wed, Nov 23, 2016",10:30p,Oklahoma City Thunder,101,Sacramento Kings,116,Box Score,,"17,608",
224,"Fri, Nov 25, 2016",1:00p,San Antonio Spurs,109,Boston Celtics,103,Box Score,,"18,624",
225,"Fri, Nov 25, 2016",7:00p,Washington Wizards,94,Orlando Magic,91,Box Score,,"17,103",
226,"Fri, Nov 25, 2016",7:30p,Dallas Mavericks,90,Cleveland Cavaliers,128,Box Score,,"20,562",
227,"Fri, Nov 25, 2016",7:30p,Los Angeles Clippers,97,Detroit Pistons,108,Box Score,,"17,023",
228,"Fri, Nov 25, 2016",7:30p,Charlotte Hornets,111,New York Knicks,113,Box Score,OT,"19,812",
229,"Fri, Nov 25, 2016",7:30p,Chicago Bulls,105,Philadelphia 76ers,89,Box Score,,"18,234",
230,"Fri, Nov 25, 2016",8:00p,Brooklyn Nets,97,Indiana Pacers,118,Box Score,,"16,083",
231,"Fri, Nov 25, 2016",8:00p,Miami Heat,90,Memphis Grizzlies,81,Box Score,,"17,222",
232,"Fri, Nov 25, 2016",8:00p,Toronto Raptors,105,Milwaukee Bucks,99,Box Score,,"16,223",
233,"Fri, Nov 25, 2016",8:00p,Atlanta Hawks,68,Utah Jazz,95,Box Score,,"19,911",
234,"Fri, Nov 25, 2016",9:00p,Oklahoma City Thunder,132,Denver Nuggets,129,Box Score,OT,"14,327",
235,"Fri, Nov 25, 2016",9:00p,Minnesota Timberwolves,98,Phoenix Suns,85,Box Score,,"16,728",
236,"Fri, Nov 25, 2016",10:00p,New Orleans Pelicans,104,Portland Trail Blazers,119,Box Score,,"19,393",
237,"Fri, Nov 25, 2016",10:30p,Golden State Warriors,109,Los Angeles Lakers,85,Box Score,,"18,997",
238,"Fri, Nov 25, 2016",10:30p,Houston Rockets,117,Sacramento Kings,104,Box Score,,"17,608",
239,"Sat, Nov 26, 2016",7:00p,New York Knicks,102,Charlotte Hornets,107,Box Score,,"19,195",
240,"Sat, Nov 26, 2016",7:00p,San Antonio Spurs,112,Washington Wizards,100,Box Score,,"17,066",
241,"Sat, Nov 26, 2016",8:00p,Memphis Grizzlies,110,Miami Heat,107,Box Score,,"19,600",
