,Date,Start (ET),Visitor/Neutral,Visitor Points,Home/Neutral,Home Points, , ,Attend.,Notes
239,"Sat, Nov 29, 2014",9:00p,Los Angeles Clippers,112,Utah Jazz,96,Box Score,,"18,479",
240,"Sun, Nov 30, 2014",1:00p,San Antonio Spurs,111,Boston Celtics,89,Box Score,,"17,121",
241,"Sun, Nov 30, 2014",3:00p,Chicago Bulls,102,Brooklyn Nets,84,Box Score,,"17,732",
242,"Sun, Nov 30, 2014",3:30p,Golden State Warriors,104,Detroit Pistons,93,Box Score,,"12,737",
243,"Sun, Nov 30, 2014",6:00p,Memphis Grizzlies,97,Sacramento Kings,85,Box Score,,"16,240",
244,"Sun, Nov 30, 2014",7:30p,Miami Heat,86,New York Knicks,79,Box Score,,"19,812",
245,"Sun, Nov 30, 2014",8:00p,Orlando Magic,93,Phoenix Suns,90,Box Score,,"15,558",
246,"Sun, Nov 30, 2014",9:00p,Minnesota Timberwolves,93,Portland Trail Blazers,107,Box Score,,"18,843",
247,"Sun, Nov 30, 2014",9:30p,Toronto Raptors,122,Los Angeles Lakers,129,Box Score,OT,"18,997",
248,"Mon, Dec 1, 2014",7:00p,San Antonio Spurs,109,Philadelphia 76ers,103,Box Score,,"12,843",
249,"Mon, Dec 1, 2014",7:00p,Miami Heat,86,Washington Wizards,107,Box Score,,"15,150",
250,"Mon, Dec 1, 2014",9:00p,Denver Nuggets,103,Utah Jazz,101,Box Score,,"16,768",
251,"Mon, Dec 1, 2014",10:30p,Minnesota Timberwolves,101,Los Angeles Clippers,127,Box Score,,"19,060",
252,"Tue, Dec 2, 2014",7:00p,Milwaukee Bucks,108,Cleveland Cavaliers,111,Box Score,,"20,562",
253,"Tue, Dec 2, 2014",7:30p,Boston Celtics,105,Atlanta Hawks,109,Box Score,,"12,705",
254,"Tue, Dec 2, 2014",7:30p,Los Angeles Lakers,106,Detroit Pistons,96,Box Score,,"14,083",
255,"Tue, Dec 2, 2014",7:30p,Brooklyn Nets,98,New York Knicks,93,Box Score,,"19,812",
256,"Tue, Dec 2, 2014",8:00p,Dallas Mavericks,132,Chicago Bulls,129,Box Score,2OT,"22,042",
257,"Tue, Dec 2, 2014",8:00p,Oklahoma City Thunder,104,New Orleans Pelicans,112,Box Score,,"13,903",
258,"Tue, Dec 2, 2014",9:00p,Portland Trail Blazers,105,Denver Nuggets,103,Box Score,,"12,822",
259,"Tue, Dec 2, 2014",9:00p,Indiana Pacers,99,Phoenix Suns,116,Box Score,,"15,059",
260,"Tue, Dec 2, 2014",10:00p,Toronto Raptors,117,Sacramento Kings,109,Box Score,,"15,522",
261,"Tue, Dec 2, 2014",10:30p,Orlando Magic,97,Golden State Warriors,98,Box Score,,"19,596",
262,"Wed, Dec 3, 2014",7:00p,Chicago Bulls,102,Charlotte Hornets,95,Box Score,,"16,887",
263,"Wed, Dec 3, 2014",7:00p,Los Angeles Lakers,95,Washington Wizards,111,Box Score,,"18,490",
264,"Wed, Dec 3, 2014",7:30p,Detroit Pistons,102,Boston Celtics,109,Box Score,OT,"15,870",
265,"Wed, Dec 3, 2014",7:30p,San Antonio Spurs,93,Brooklyn Nets,95,Box Score,OT,"15,989",
266,"Wed, Dec 3, 2014",7:30p,Atlanta Hawks,112,Miami Heat,102,Box Score,,"19,600",
267,"Wed, Dec 3, 2014",8:00p,Memphis Grizzlies,96,Houston Rockets,105,Box Score,,"18,151",
268,"Wed, Dec 3, 2014",8:00p,Dallas Mavericks,107,Milwaukee Bucks,105,Box Score,,"13,568",
269,"Wed, Dec 3, 2014",8:00p,Philadelphia 76ers,85,Minnesota Timberwolves,77,Box Score,,"10,463",
270,"Wed, Dec 3, 2014",9:00p,Toronto Raptors,123,Utah Jazz,104,Box Score,,"16,677",
271,"Wed, Dec 3, 2014",10:30p,Orlando Magic,86,Los Angeles Clippers,114,Box Score,,"19,060",
272,"Thu, Dec 4, 2014",8:00p,Cleveland Cavaliers,90,New York Knicks,87,Box Score,,"19,812",
273,"Thu, Dec 4, 2014",10:00p,Indiana Pacers,82,Portland Trail Blazers,88,Box Score,,"19,191",
274,"Thu, Dec 4, 2014",10:30p,New Orleans Pelicans,85,Golden State Warriors,112,Box Score,,"19,596",
275,"Fri, Dec 5, 2014",7:00p,New York Knicks,102,Charlotte Hornets,103,Box Score,,"19,102",
276,"Fri, Dec 5, 2014",7:00p,Oklahoma City Thunder,103,Philadelphia 76ers,91,Box Score,,"15,092",
277,"Fri, Dec 5, 2014",7:00p,Denver Nuggets,89,Washington Wizards,119,Box Score,,"19,451",
278,"Fri, Dec 5, 2014",7:30p,Los Angeles Lakers,96,Boston Celtics,113,Box Score,,"18,624",
279,"Fri, Dec 5, 2014",7:30p,Atlanta Hawks,98,Brooklyn Nets,75,Box Score,,"16,146",
280,"Fri, Dec 5, 2014",7:30p,Cleveland Cavaliers,105,Toronto Raptors,91,Box Score,,"20,077",
281,"Fri, Dec 5, 2014",8:00p,San Antonio Spurs,107,Memphis Grizzlies,101,Box Score,,"18,119",
282,"Fri, Dec 5, 2014",8:00p,Houston Rockets,114,Minnesota Timberwolves,112,Box Score,OT,"12,101",
283,"Fri, Dec 5, 2014",8:30p,Phoenix Suns,118,Dallas Mavericks,106,Box Score,,"20,010",
284,"Fri, Dec 5, 2014",8:30p,Miami Heat,85,Milwaukee Bucks,109,Box Score,,"16,325",
285,"Fri, Dec 5, 2014",9:00p,Orlando Magic,98,Utah Jazz,93,Box Score,,"18,997",
286,"Fri, Dec 5, 2014",10:00p,Indiana Pacers,101,Sacramento Kings,102,Box Score,OT,"15,512",
287,"Sat, Dec 6, 2014",7:30p,Philadelphia 76ers,108,Detroit Pistons,101,Box Score,OT,"16,514",
288,"Sat, Dec 6, 2014",8:00p,Golden State Warriors,112,Chicago Bulls,102,Box Score,,"22,353",
289,"Sat, Dec 6, 2014",8:00p,Phoenix Suns,95,Houston Rockets,100,Box Score,,"18,060",
290,"Sat, Dec 6, 2014",8:30p,Minnesota Timberwolves,101,San Antonio Spurs,123,Box Score,,"18,581",
291,"Sat, Dec 6, 2014",10:00p,Orlando Magic,105,Sacramento Kings,96,Box Score,,"16,021",
292,"Sat, Dec 6, 2014",10:30p,New Orleans Pelicans,100,Los Angeles Clippers,120,Box Score,,"19,060",
293,"Sun, Dec 7, 2014",1:00p,Washington Wizards,93,Boston Celtics,101,Box Score,,"16,716",
294,"Sun, Dec 7, 2014",3:30p,Denver Nuggets,84,Atlanta Hawks,96,Box Score,,"12,143",
295,"Sun, Dec 7, 2014",6:00p,Oklahoma City Thunder,96,Detroit Pistons,94,Box Score,,"13,090",
296,"Sun, Dec 7, 2014",6:00p,Miami Heat,87,Memphis Grizzlies,103,Box Score,,"16,572",
297,"Sun, Dec 7, 2014",7:30p,Milwaukee Bucks,102,Dallas Mavericks,125,Box Score,,"19,413",
298,"Sun, Dec 7, 2014",7:30p,Portland Trail Blazers,103,New York Knicks,99,Box Score,,"19,812",
299,"Sun, Dec 7, 2014",9:30p,New Orleans Pelicans,104,Los Angeles Lakers,87,Box Score,,"18,997",
300,"Mon, Dec 8, 2014",7:00p,Atlanta Hawks,108,Indiana Pacers,92,Box Score,,"14,519",
301,"Mon, Dec 8, 2014",7:00p,Boston Celtics,132,Washington Wizards,133,Box Score,2OT,"14,828",
302,"Mon, Dec 8, 2014",7:30p,Cleveland Cavaliers,110,Brooklyn Nets,88,Box Score,,"17,732",
303,"Mon, Dec 8, 2014",7:30p,Denver Nuggets,107,Toronto Raptors,112,Box Score,OT,"19,800",
304,"Mon, Dec 8, 2014",8:00p,Golden State Warriors,102,Minnesota Timberwolves,86,Box Score,,"10,296",
305,"Mon, Dec 8, 2014",10:00p,Utah Jazz,92,Sacramento Kings,101,Box Score,,"16,511",
306,"Mon, Dec 8, 2014",10:30p,Phoenix Suns,120,Los Angeles Clippers,121,Box Score,OT,"19,060",
307,"Tue, Dec 9, 2014",7:00p,Toronto Raptors,101,Cleveland Cavaliers,105,Box Score,,"20,562",
308,"Tue, Dec 9, 2014",7:30p,Portland Trail Blazers,98,Detroit Pistons,86,Box Score,,"12,813",
309,"Tue, Dec 9, 2014",8:00p,Dallas Mavericks,105,Memphis Grizzlies,114,Box Score,,"16,512",
310,"Tue, Dec 9, 2014",8:00p,New York Knicks,93,New Orleans Pelicans,104,Box Score,,"13,789",
311,"Tue, Dec 9, 2014",8:00p,Milwaukee Bucks,101,Oklahoma City Thunder,114,Box Score,,"18,203",
312,"Tue, Dec 9, 2014",9:00p,Miami Heat,103,Phoenix Suns,97,Box Score,,"14,963",
313,"Tue, Dec 9, 2014",9:00p,San Antonio Spurs,96,Utah Jazz,100,Box Score,,"18,382",
314,"Tue, Dec 9, 2014",10:30p,Sacramento Kings,95,Los Angeles Lakers,98,Box Score,,"18,267",
315,"Wed, Dec 10, 2014",7:00p,Boston Celtics,87,Charlotte Hornets,96,Box Score,,"15,276",
316,"Wed, Dec 10, 2014",7:00p,Los Angeles Clippers,103,Indiana Pacers,96,Box Score,,"16,392",
317,"Wed, Dec 10, 2014",7:00p,Washington Wizards,91,Orlando Magic,89,Box Score,,"16,081",
318,"Wed, Dec 10, 2014",7:30p,Philadelphia 76ers,79,Atlanta Hawks,95,Box Score,,"11,733",
319,"Wed, Dec 10, 2014",8:00p,Brooklyn Nets,80,Chicago Bulls,105,Box Score,,"11,733",
320,"Wed, Dec 10, 2014",8:00p,New Orleans Pelicans,107,Dallas Mavericks,112,Box Score,,"19,988",
321,"Wed, Dec 10, 2014",8:00p,Portland Trail Blazers,82,Minnesota Timberwolves,90,Box Score,,"10,337",
322,"Wed, Dec 10, 2014",8:30p,New York Knicks,95,San Antonio Spurs,109,Box Score,,"18,581",
323,"Wed, Dec 10, 2014",10:30p,Miami Heat,82,Denver Nuggets,102,Box Score,,"13,433",
324,"Wed, Dec 10, 2014",10:30p,Houston Rockets,93,Golden State Warriors,105,Box Score,,"19,596",
325,"Thu, Dec 11, 2014",8:00p,Cleveland Cavaliers,94,Oklahoma City Thunder,103,Box Score,,"18,203",
326,"Thu, Dec 11, 2014",10:30p,Houston Rockets,113,Sacramento Kings,109,Box Score,OT,"16,676",
327,"Fri, Dec 12, 2014",7:00p,Portland Trail Blazers,106,Chicago Bulls,115,Box Score,,"21,725",
328,"Fri, Dec 12, 2014",7:00p,Los Angeles Clippers,96,Washington Wizards,104,Box Score,,"17,437",
329,"Fri, Dec 12, 2014",7:30p,Orlando Magic,81,Atlanta Hawks,87,Box Score,,"13,247",
330,"Fri, Dec 12, 2014",7:30p,New York Knicks,101,Boston Celtics,95,Box Score,,"17,989",
331,"Fri, Dec 12, 2014",7:30p,Philadelphia 76ers,70,Brooklyn Nets,88,Box Score,,"16,326",
332,"Fri, Dec 12, 2014",7:30p,Indiana Pacers,94,Toronto Raptors,106,Box Score,,"19,800",
333,"Fri, Dec 12, 2014",8:00p,Charlotte Hornets,107,Memphis Grizzlies,113,Box Score,2OT,"15,897",
334,"Fri, Dec 12, 2014",8:00p,Oklahoma City Thunder,111,Minnesota Timberwolves,92,Box Score,,"13,557",
335,"Fri, Dec 12, 2014",8:00p,Cleveland Cavaliers,114,New Orleans Pelicans,119,Box Score,,"18,069",
336,"Fri, Dec 12, 2014",9:00p,Detroit Pistons,105,Phoenix Suns,103,Box Score,,"17,007",
337,"Fri, Dec 12, 2014",9:00p,Miami Heat,100,Utah Jazz,95,Box Score,,"19,911",
338,"Fri, Dec 12, 2014",9:30p,Los Angeles Lakers,112,San Antonio Spurs,110,Box Score,OT,"18,581",
339,"Sat, Dec 13, 2014",2:00p,Golden State Warriors,105,Dallas Mavericks,98,Box Score,,"20,317",
340,"Sat, Dec 13, 2014",7:00p,Brooklyn Nets,114,Charlotte Hornets,87,Box Score,,"17,113",
341,"Sat, Dec 13, 2014",7:00p,Portland Trail Blazers,95,Indiana Pacers,85,Box Score,,"17,206",
342,"Sat, Dec 13, 2014",7:00p,Atlanta Hawks,99,Orlando Magic,100,Box Score,,"15,939",
343,"Sat, Dec 13, 2014",7:30p,Los Angeles Clippers,106,Milwaukee Bucks,111,Box Score,,"16,227",
344,"Sat, Dec 13, 2014",7:30p,Memphis Grizzlies,120,Philadelphia 76ers,115,Box Score,OT,"13,698",
345,"Sat, Dec 13, 2014",8:00p,Denver Nuggets,96,Houston Rockets,108,Box Score,,"18,136",
346,"Sat, Dec 13, 2014",10:00p,Detroit Pistons,95,Sacramento Kings,90,Box Score,,"16,242",
347,"Sun, Dec 14, 2014",6:00p,Chicago Bulls,93,Miami Heat,75,Box Score,,"19,600",
348,"Sun, Dec 14, 2014",6:00p,Golden State Warriors,128,New Orleans Pelicans,122,Box Score,OT,"15,037",
349,"Sun, Dec 14, 2014",6:00p,Utah Jazz,84,Washington Wizards,93,Box Score,,"15,220",
350,"Sun, Dec 14, 2014",7:00p,Los Angeles Lakers,100,Minnesota Timberwolves,94,Box Score,,"15,008",
351,"Sun, Dec 14, 2014",7:00p,Phoenix Suns,88,Oklahoma City Thunder,112,Box Score,,"18,203",
352,"Sun, Dec 14, 2014",7:30p,Toronto Raptors,95,New York Knicks,90,Box Score,OT,"19,812",
353,"Sun, Dec 14, 2014",8:00p,San Antonio Spurs,99,Denver Nuggets,91,Box Score,,"16,544",
354,"Mon, Dec 15, 2014",7:00p,Charlotte Hornets,88,Cleveland Cavaliers,97,Box Score,,"20,562",
355,"Mon, Dec 15, 2014",7:00p,Los Angeles Lakers,91,Indiana Pacers,110,Box Score,,"15,261",
356,"Mon, Dec 15, 2014",7:00p,Boston Celtics,105,Philadelphia 76ers,87,Box Score,,"12,903",
357,"Mon, Dec 15, 2014",7:30p,Chicago Bulls,86,Atlanta Hawks,93,Box Score,,"16,805",
358,"Mon, Dec 15, 2014",7:30p,Orlando Magic,82,Toronto Raptors,95,Box Score,,"19,800",
359,"Mon, Dec 15, 2014",9:00p,Milwaukee Bucks,96,Phoenix Suns,94,Box Score,,"17,327",
360,"Mon, Dec 15, 2014",10:00p,San Antonio Spurs,95,Portland Trail Blazers,108,Box Score,,"19,441",
361,"Mon, Dec 15, 2014",10:30p,Detroit Pistons,91,Los Angeles Clippers,113,Box Score,,"19,060",
362,"Tue, Dec 16, 2014",7:00p,Minnesota Timberwolves,95,Washington Wizards,109,Box Score,,"15,823",
363,"Tue, Dec 16, 2014",7:30p,Miami Heat,95,Brooklyn Nets,91,Box Score,,"16,827",
364,"Tue, Dec 16, 2014",8:00p,Golden State Warriors,98,Memphis Grizzlies,105,Box Score,,"18,119",
365,"Tue, Dec 16, 2014",8:00p,Utah Jazz,111,New Orleans Pelicans,119,Box Score,,"13,179",
366,"Tue, Dec 16, 2014",8:00p,Dallas Mavericks,107,New York Knicks,87,Box Score,,"19,812",
367,"Tue, Dec 16, 2014",10:30p,Oklahoma City Thunder,104,Sacramento Kings,92,Box Score,,"17,317",
368,"Wed, Dec 17, 2014",7:00p,Phoenix Suns,111,Charlotte Hornets,106,Box Score,,"15,459",
369,"Wed, Dec 17, 2014",7:00p,Atlanta Hawks,127,Cleveland Cavaliers,98,Box Score,,"20,562",
370,"Wed, Dec 17, 2014",7:30p,Orlando Magic,92,Boston Celtics,109,Box Score,,"16,764",
371,"Wed, Dec 17, 2014",7:30p,Dallas Mavericks,117,Detroit Pistons,106,Box Score,,"12,287",
372,"Wed, Dec 17, 2014",7:30p,Utah Jazz,105,Miami Heat,87,Box Score,,"19,633",
373,"Wed, Dec 17, 2014",8:00p,Brooklyn Nets,89,Toronto Raptors,105,Box Score,,"19,800",
374,"Wed, Dec 17, 2014",8:30p,Memphis Grizzlies,117,San Antonio Spurs,116,Box Score,3OT,"18,581",
375,"Wed, Dec 17, 2014",10:00p,Milwaukee Bucks,97,Portland Trail Blazers,104,Box Score,,"19,495",
376,"Wed, Dec 17, 2014",10:30p,Houston Rockets,115,Denver Nuggets,111,Box Score,OT,"12,107",
377,"Wed, Dec 17, 2014",10:30p,Indiana Pacers,100,Los Angeles Clippers,102,Box Score,,"19,060",
378,"Thu, Dec 18, 2014",8:00p,New York Knicks,97,Chicago Bulls,103,Box Score,,"21,875",
379,"Thu, Dec 18, 2014",8:30p,New Orleans Pelicans,99,Houston Rockets,90,Box Score,,"18,137",
380,"Thu, Dec 18, 2014",10:00p,Milwaukee Bucks,108,Sacramento Kings,107,Box Score,,"15,645",
381,"Thu, Dec 18, 2014",10:30p,Oklahoma City Thunder,109,Golden State Warriors,114,Box Score,,"19,596",
382,"Fri, Dec 19, 2014",7:00p,Utah Jazz,101,Orlando Magic,94,Box Score,,"16,032",
383,"Fri, Dec 19, 2014",7:00p,Charlotte Hornets,109,Philadelphia 76ers,91,Box Score,,"13,398",
384,"Fri, Dec 19, 2014",7:30p,Minnesota Timberwolves,98,Boston Celtics,114,Box Score,,"17,042",
385,"Fri, Dec 19, 2014",7:30p,Brooklyn Nets,91,Cleveland Cavaliers,95,Box Score,,"20,562",
386,"Fri, Dec 19, 2014",7:30p,Toronto Raptors,110,Detroit Pistons,100,Box Score,,"16,274",
387,"Fri, Dec 19, 2014",7:30p,Washington Wizards,105,Miami Heat,103,Box Score,,"19,600",
388,"Fri, Dec 19, 2014",8:00p,Chicago Bulls,103,Memphis Grizzlies,97,Box Score,,"18,119",
389,"Fri, Dec 19, 2014",8:00p,Portland Trail Blazers,129,San Antonio Spurs,119,Box Score,3OT,"18,581",
390,"Fri, Dec 19, 2014",9:00p,Los Angeles Clippers,106,Denver Nuggets,109,Box Score,,"15,030",
391,"Fri, Dec 19, 2014",10:30p,Oklahoma City Thunder,104,Los Angeles Lakers,103,Box Score,,"18,997",
392,"Sat, Dec 20, 2014",1:00p,Phoenix Suns,99,New York Knicks,90,Box Score,,"19,812",
393,"Sat, Dec 20, 2014",7:00p,Utah Jazz,86,Charlotte Hornets,104,Box Score,,"17,384",
394,"Sat, Dec 20, 2014",7:00p,Portland Trail Blazers,114,New Orleans Pelicans,88,Box Score,,"16,079",
395,"Sat, Dec 20, 2014",8:00p,Atlanta Hawks,104,Houston Rockets,97,Box Score,,"16,998",
396,"Sat, Dec 20, 2014",8:30p,San Antonio Spurs,93,Dallas Mavericks,99,Box Score,,"20,504",
397,"Sat, Dec 20, 2014",9:00p,Indiana Pacers,73,Denver Nuggets,76,Box Score,,"14,125",
398,"Sat, Dec 20, 2014",10:30p,Milwaukee Bucks,102,Los Angeles Clippers,106,Box Score,,"19,060",
399,"Sun, Dec 21, 2014",3:30p,New York Knicks,108,Toronto Raptors,118,Box Score,,"19,800",
400,"Sun, Dec 21, 2014",4:30p,Memphis Grizzlies,91,Cleveland Cavaliers,105,Box Score,,"20,562",
401,"Sun, Dec 21, 2014",6:00p,Detroit Pistons,105,Brooklyn Nets,110,Box Score,,"17,732",
402,"Sun, Dec 21, 2014",6:00p,Boston Celtics,84,Miami Heat,100,Box Score,,"19,720",
403,"Sun, Dec 21, 2014",6:00p,Philadelphia 76ers,96,Orlando Magic,88,Box Score,,"15,682",
404,"Sun, Dec 21, 2014",6:00p,Los Angeles Lakers,101,Sacramento Kings,108,Box Score,,"17,317",
405,"Sun, Dec 21, 2014",6:00p,Phoenix Suns,104,Washington Wizards,92,Box Score,,"18,207",
406,"Sun, Dec 21, 2014",7:00p,Indiana Pacers,100,Minnesota Timberwolves,96,Box Score,,"12,687",
407,"Sun, Dec 21, 2014",7:00p,New Orleans Pelicans,101,Oklahoma City Thunder,99,Box Score,,"18,203",
408,"Mon, Dec 22, 2014",7:00p,Denver Nuggets,82,Charlotte Hornets,110,Box Score,,"16,913",
409,"Mon, Dec 22, 2014",8:00p,Toronto Raptors,120,Chicago Bulls,129,Box Score,,"21,846",
410,"Mon, Dec 22, 2014",8:00p,Portland Trail Blazers,95,Houston Rockets,110,Box Score,,"18,316",
411,"Mon, Dec 22, 2014",8:00p,Utah Jazz,97,Memphis Grizzlies,91,Box Score,,"16,991",
412,"Mon, Dec 22, 2014",8:30p,Atlanta Hawks,105,Dallas Mavericks,102,Box Score,,"20,339",
413,"Mon, Dec 22, 2014",8:30p,Los Angeles Clippers,118,San Antonio Spurs,125,Box Score,,"18,581",
414,"Mon, Dec 22, 2014",10:30p,Sacramento Kings,108,Golden State Warriors,128,Box Score,,"19,596",
415,"Tue, Dec 23, 2014",7:00p,Minnesota Timberwolves,104,Cleveland Cavaliers,125,Box Score,,"20,562",
416,"Tue, Dec 23, 2014",7:00p,New Orleans Pelicans,84,Indiana Pacers,96,Box Score,,"17,336",
417,"Tue, Dec 23, 2014",7:00p,Boston Celtics,95,Orlando Magic,100,Box Score,,"17,489",
418,"Tue, Dec 23, 2014",7:00p,Chicago Bulls,99,Washington Wizards,91,Box Score,,"20,356",
419,"Tue, Dec 23, 2014",7:30p,Los Angeles Clippers,104,Atlanta Hawks,107,Box Score,,"19,191",
420,"Tue, Dec 23, 2014",7:30p,Denver Nuggets,96,Brooklyn Nets,102,Box Score,,"17,080",
421,"Tue, Dec 23, 2014",7:30p,Philadelphia 76ers,91,Miami Heat,87,Box Score,,"19,600",
422,"Tue, Dec 23, 2014",8:00p,Charlotte Hornets,108,Milwaukee Bucks,101,Box Score,,"14,653",
423,"Tue, Dec 23, 2014",8:00p,Portland Trail Blazers,115,Oklahoma City Thunder,111,Box Score,OT,"18,203",
424,"Tue, Dec 23, 2014",9:00p,Dallas Mavericks,115,Phoenix Suns,124,Box Score,,"18,055",
425,"Tue, Dec 23, 2014",10:30p,Golden State Warriors,105,Los Angeles Lakers,115,Box Score,,"18,997",
426,"Thu, Dec 25, 2014",12:00p,Washington Wizards,102,New York Knicks,91,Box Score,,"19,812",
427,"Thu, Dec 25, 2014",2:30p,Oklahoma City Thunder,114,San Antonio Spurs,106,Box Score,,"18,581",
428,"Thu, Dec 25, 2014",5:00p,Cleveland Cavaliers,91,Miami Heat,101,Box Score,,"19,817",
429,"Thu, Dec 25, 2014",8:00p,Los Angeles Lakers,93,Chicago Bulls,113,Box Score,,"22,865",
430,"Thu, Dec 25, 2014",10:30p,Golden State Warriors,86,Los Angeles Clippers,100,Box Score,,"19,540",
431,"Fri, Dec 26, 2014",1:00p,Brooklyn Nets,109,Boston Celtics,107,Box Score,,"18,624",
432,"Fri, Dec 26, 2014",7:00p,Cleveland Cavaliers,98,Orlando Magic,89,Box Score,,"18,846",
433,"Fri, Dec 26, 2014",7:30p,Milwaukee Bucks,107,Atlanta Hawks,77,Box Score,,"19,016",
434,"Fri, Dec 26, 2014",7:30p,Indiana Pacers,109,Detroit Pistons,119,Box Score,,"13,408",
435,"Fri, Dec 26, 2014",8:00p,Houston Rockets,117,Memphis Grizzlies,111,Box Score,OT,"18,119",
436,"Fri, Dec 26, 2014",8:00p,San Antonio Spurs,90,New Orleans Pelicans,97,Box Score,,"18,376",
437,"Fri, Dec 26, 2014",8:00p,Charlotte Hornets,75,Oklahoma City Thunder,98,Box Score,,"18,203",
438,"Fri, Dec 26, 2014",8:30p,Los Angeles Lakers,98,Dallas Mavericks,102,Box Score,,"20,424",
439,"Fri, Dec 26, 2014",9:00p,Minnesota Timberwolves,102,Denver Nuggets,106,Box Score,,"14,516",
440,"Fri, Dec 26, 2014",10:00p,Philadelphia 76ers,93,Portland Trail Blazers,114,Box Score,,"19,972",
441,"Fri, Dec 26, 2014",10:00p,Phoenix Suns,115,Sacramento Kings,106,Box Score,,"17,317",
442,"Sat, Dec 27, 2014",3:30p,Toronto Raptors,110,Los Angeles Clippers,98,Box Score,,"19,335",
443,"Sat, Dec 27, 2014",7:00p,Orlando Magic,102,Charlotte Hornets,94,Box Score,,"19,085",
444,"Sat, Dec 27, 2014",7:00p,Boston Celtics,88,Washington Wizards,101,Box Score,,"20,356",
445,"Sat, Dec 27, 2014",7:30p,Memphis Grizzlies,103,Miami Heat,95,Box Score,,"19,744",
446,"Sat, Dec 27, 2014",8:00p,Indiana Pacers,110,Brooklyn Nets,85,Box Score,,"17,732",
447,"Sat, Dec 27, 2014",8:00p,New Orleans Pelicans,100,Chicago Bulls,107,Box Score,,"21,935",
448,"Sat, Dec 27, 2014",8:30p,Atlanta Hawks,90,Milwaukee Bucks,85,Box Score,,"16,788",
449,"Sat, Dec 27, 2014",9:00p,Philadelphia 76ers,71,Utah Jazz,88,Box Score,,"18,890",
450,"Sat, Dec 27, 2014",10:00p,New York Knicks,129,Sacramento Kings,135,Box Score,OT,"17,317",
451,"Sat, Dec 27, 2014",10:30p,Minnesota Timberwolves,97,Golden State Warriors,110,Box Score,,"19,596",
452,"Sun, Dec 28, 2014",4:30p,Detroit Pistons,103,Cleveland Cavaliers,80,Box Score,,"20,562",
453,"Sun, Dec 28, 2014",7:00p,Houston Rockets,106,San Antonio Spurs,110,Box Score,,"18,581",
454,"Sun, Dec 28, 2014",7:30p,Oklahoma City Thunder,107,Dallas Mavericks,112,Box Score,,"20,417",
455,"Sun, Dec 28, 2014",9:00p,Toronto Raptors,116,Denver Nuggets,102,Box Score,,"14,216",
456,"Sun, Dec 28, 2014",9:00p,New York Knicks,79,Portland Trail Blazers,101,Box Score,,"19,800",
457,"Sun, Dec 28, 2014",9:30p,Phoenix Suns,116,Los Angeles Lakers,107,Box Score,,"18,997",
458,"Mon, Dec 29, 2014",7:00p,Milwaukee Bucks,104,Charlotte Hornets,94,Box Score,OT,"17,430",
459,"Mon, Dec 29, 2014",7:00p,Chicago Bulls,92,Indiana Pacers,90,Box Score,,"18,165",
460,"Mon, Dec 29, 2014",7:30p,Sacramento Kings,99,Brooklyn Nets,107,Box Score,,"17,732",
461,"Mon, Dec 29, 2014",7:30p,Orlando Magic,102,Miami Heat,101,Box Score,,"19,887",
462,"Mon, Dec 29, 2014",8:00p,Washington Wizards,104,Houston Rockets,103,Box Score,,"18,322",
463,"Mon, Dec 29, 2014",10:30p,Utah Jazz,97,Los Angeles Clippers,101,Box Score,,"19,060",
464,"Tue, Dec 30, 2014",7:00p,Detroit Pistons,109,Orlando Magic,86,Box Score,,"17,414",
465,"Tue, Dec 30, 2014",7:30p,Cleveland Cavaliers,101,Atlanta Hawks,109,Box Score,,"19,215",
466,"Tue, Dec 30, 2014",8:00p,Brooklyn Nets,96,Chicago Bulls,82,Box Score,,"22,032",
467,"Tue, Dec 30, 2014",8:00p,San Antonio Spurs,87,Memphis Grizzlies,95,Box Score,,"18,119",
468,"Tue, Dec 30, 2014",8:00p,Phoenix Suns,106,New Orleans Pelicans,110,Box Score,,"16,364",
469,"Tue, Dec 30, 2014",8:30p,Washington Wizards,87,Dallas Mavericks,114,Box Score,,"20,397",
470,"Tue, Dec 30, 2014",9:00p,Los Angeles Lakers,111,Denver Nuggets,103,Box Score,,"17,248",
471,"Tue, Dec 30, 2014",9:00p,Minnesota Timberwolves,94,Utah Jazz,100,Box Score,,"18,947",
472,"Tue, Dec 30, 2014",10:00p,Toronto Raptors,97,Portland Trail Blazers,102,Box Score,OT,"20,053",
473,"Tue, Dec 30, 2014",10:30p,Philadelphia 76ers,86,Golden State Warriors,126,Box Score,,"19,596",
474,"Wed, Dec 31, 2014",1:00p,Sacramento Kings,84,Boston Celtics,106,Box Score,,"18,624",
475,"Wed, Dec 31, 2014",3:00p,Miami Heat,95,Indiana Pacers,106,Box Score,,"18,165",
476,"Wed, Dec 31, 2014",6:00p,New York Knicks,78,Los Angeles Clippers,99,Box Score,,"19,198",
477,"Wed, Dec 31, 2014",7:00p,Milwaukee Bucks,96,Cleveland Cavaliers,80,Box Score,,"20,562",
478,"Wed, Dec 31, 2014",7:00p,Charlotte Hornets,83,Houston Rockets,102,Box Score,,"18,276",
479,"Wed, Dec 31, 2014",7:00p,New Orleans Pelicans,93,San Antonio Spurs,95,Box Score,OT,"18,581",
480,"Wed, Dec 31, 2014",8:00p,Phoenix Suns,134,Oklahoma City Thunder,137,Box Score,OT,"18,203",
