,Date,Start (ET),Visitor/Neutral,Visitor Points,Home/Neutral,Home Points, , ,Attend.,Notes
481,"Thu, Jan 1, 2015",8:00p,Denver Nuggets,101,Chicago Bulls,106,Box Score,,"21,794",
482,"Thu, Jan 1, 2015",8:00p,Sacramento Kings,110,Minnesota Timberwolves,107,Box Score,,"13,337",
483,"Fri, Jan 2, 2015",7:00p,Cleveland Cavaliers,91,Charlotte Hornets,87,Box Score,,"19,307",
484,"Fri, Jan 2, 2015",7:00p,Brooklyn Nets,100,Orlando Magic,98,Box Score,,"17,008",
485,"Fri, Jan 2, 2015",7:30p,Dallas Mavericks,119,Boston Celtics,101,Box Score,,"18,624",
486,"Fri, Jan 2, 2015",7:30p,Detroit Pistons,97,New York Knicks,81,Box Score,,"19,812",
487,"Fri, Jan 2, 2015",8:00p,Houston Rockets,83,New Orleans Pelicans,111,Box Score,,"17,705",
488,"Fri, Jan 2, 2015",8:00p,Washington Wizards,102,Oklahoma City Thunder,109,Box Score,,"18,203",
489,"Fri, Jan 2, 2015",8:30p,Indiana Pacers,94,Milwaukee Bucks,91,Box Score,,"16,238",
490,"Fri, Jan 2, 2015",9:00p,Philadelphia 76ers,96,Phoenix Suns,112,Box Score,,"16,514",
491,"Fri, Jan 2, 2015",9:00p,Atlanta Hawks,98,Utah Jazz,92,Box Score,,"19,029",
492,"Fri, Jan 2, 2015",10:30p,Toronto Raptors,105,Golden State Warriors,126,Box Score,,"19,596",
493,"Fri, Jan 2, 2015",10:30p,Memphis Grizzlies,109,Los Angeles Lakers,106,Box Score,,"18,997",
494,"Sat, Jan 3, 2015",7:00p,Charlotte Hornets,98,Orlando Magic,90,Box Score,,"15,274",
495,"Sat, Jan 3, 2015",8:00p,Boston Celtics,104,Chicago Bulls,109,Box Score,OT,"21,820",
496,"Sat, Jan 3, 2015",8:00p,Miami Heat,79,Houston Rockets,115,Box Score,,"18,338",
497,"Sat, Jan 3, 2015",8:00p,Utah Jazz,101,Minnesota Timberwolves,89,Box Score,,"13,702",
498,"Sat, Jan 3, 2015",8:30p,Washington Wizards,92,San Antonio Spurs,101,Box Score,,"18,581",
499,"Sat, Jan 3, 2015",9:00p,Memphis Grizzlies,85,Denver Nuggets,114,Box Score,,"16,350",
500,"Sat, Jan 3, 2015",10:00p,Atlanta Hawks,115,Portland Trail Blazers,107,Box Score,,"19,829",
501,"Sat, Jan 3, 2015",10:30p,Philadelphia 76ers,91,Los Angeles Clippers,127,Box Score,,"19,060",
502,"Sun, Jan 4, 2015",1:00p,Dallas Mavericks,109,Cleveland Cavaliers,90,Box Score,,"20,562",
503,"Sun, Jan 4, 2015",6:00p,Sacramento Kings,95,Detroit Pistons,114,Box Score,,"12,254",
504,"Sun, Jan 4, 2015",6:00p,Brooklyn Nets,84,Miami Heat,88,Box Score,,"20,181",
505,"Sun, Jan 4, 2015",7:30p,Milwaukee Bucks,95,New York Knicks,82,Box Score,,"19,812",
506,"Sun, Jan 4, 2015",8:00p,Toronto Raptors,109,Phoenix Suns,125,Box Score,,"17,166",
507,"Sun, Jan 4, 2015",9:30p,Indiana Pacers,87,Los Angeles Lakers,88,Box Score,,"18,997",
508,"Mon, Jan 5, 2015",7:00p,Cleveland Cavaliers,92,Philadelphia 76ers,95,Box Score,,"17,771",
509,"Mon, Jan 5, 2015",7:30p,Charlotte Hornets,104,Boston Celtics,95,Box Score,,"16,720",
510,"Mon, Jan 5, 2015",7:30p,Dallas Mavericks,96,Brooklyn Nets,88,Box Score,OT,"17,732",
511,"Mon, Jan 5, 2015",8:00p,Houston Rockets,105,Chicago Bulls,114,Box Score,,"21,510",
512,"Mon, Jan 5, 2015",8:00p,New York Knicks,83,Memphis Grizzlies,105,Box Score,,"16,888",
513,"Mon, Jan 5, 2015",8:00p,Denver Nuggets,110,Minnesota Timberwolves,101,Box Score,,"10,386",
514,"Mon, Jan 5, 2015",8:00p,Washington Wizards,92,New Orleans Pelicans,85,Box Score,,"16,182",
515,"Mon, Jan 5, 2015",9:00p,Indiana Pacers,105,Utah Jazz,101,Box Score,,"17,378",
516,"Mon, Jan 5, 2015",10:00p,Los Angeles Lakers,94,Portland Trail Blazers,98,Box Score,,"19,827",
517,"Mon, Jan 5, 2015",10:30p,Oklahoma City Thunder,91,Golden State Warriors,117,Box Score,,"19,596",
518,"Mon, Jan 5, 2015",10:30p,Atlanta Hawks,107,Los Angeles Clippers,98,Box Score,,"19,060",
519,"Tue, Jan 6, 2015",8:00p,Phoenix Suns,102,Milwaukee Bucks,96,Box Score,,"12,311",
520,"Tue, Jan 6, 2015",8:30p,Detroit Pistons,105,San Antonio Spurs,104,Box Score,,"18,581",
521,"Wed, Jan 7, 2015",7:00p,New Orleans Pelicans,94,Charlotte Hornets,98,Box Score,,"15,171",
522,"Wed, Jan 7, 2015",7:00p,Houston Rockets,105,Cleveland Cavaliers,93,Box Score,,"20,562",
523,"Wed, Jan 7, 2015",7:00p,Milwaukee Bucks,97,Philadelphia 76ers,77,Box Score,,"10,288",
524,"Wed, Jan 7, 2015",7:00p,New York Knicks,91,Washington Wizards,101,Box Score,,"16,902",
525,"Wed, Jan 7, 2015",7:30p,Memphis Grizzlies,86,Atlanta Hawks,96,Box Score,,"17,126",
526,"Wed, Jan 7, 2015",7:30p,Boston Celtics,89,Brooklyn Nets,81,Box Score,,"16,005",
527,"Wed, Jan 7, 2015",8:00p,Utah Jazz,97,Chicago Bulls,77,Box Score,,"21,379",
528,"Wed, Jan 7, 2015",8:30p,Detroit Pistons,108,Dallas Mavericks,95,Box Score,,"20,279",
529,"Wed, Jan 7, 2015",9:00p,Orlando Magic,90,Denver Nuggets,93,Box Score,,"13,513",
530,"Wed, Jan 7, 2015",9:30p,Phoenix Suns,113,Minnesota Timberwolves,111,Box Score,,"10,547",
531,"Wed, Jan 7, 2015",10:00p,Oklahoma City Thunder,83,Sacramento Kings,104,Box Score,,"16,037",
532,"Wed, Jan 7, 2015",10:30p,Indiana Pacers,102,Golden State Warriors,117,Box Score,,"19,596",
533,"Wed, Jan 7, 2015",10:30p,Los Angeles Lakers,89,Los Angeles Clippers,114,Box Score,,"19,487",
534,"Thu, Jan 8, 2015",7:30p,Charlotte Hornets,103,Toronto Raptors,95,Box Score,,"19,800",
535,"Thu, Jan 8, 2015",8:00p,Houston Rockets,120,New York Knicks,96,Box Score,,"19,812",
536,"Thu, Jan 8, 2015",10:30p,Miami Heat,83,Portland Trail Blazers,99,Box Score,,"19,441",
537,"Fri, Jan 9, 2015",7:00p,Boston Celtics,103,Indiana Pacers,107,Box Score,OT,"18,165",
538,"Fri, Jan 9, 2015",7:30p,Philadelphia 76ers,90,Brooklyn Nets,88,Box Score,,"16,172",
539,"Fri, Jan 9, 2015",7:30p,Atlanta Hawks,106,Detroit Pistons,103,Box Score,,"18,859",
540,"Fri, Jan 9, 2015",8:00p,Memphis Grizzlies,95,New Orleans Pelicans,106,Box Score,,"17,639",
541,"Fri, Jan 9, 2015",8:00p,Utah Jazz,94,Oklahoma City Thunder,99,Box Score,,"18,203",
542,"Fri, Jan 9, 2015",8:00p,Chicago Bulls,86,Washington Wizards,102,Box Score,,"20,356",
543,"Fri, Jan 9, 2015",8:30p,Minnesota Timberwolves,84,Milwaukee Bucks,98,Box Score,,"15,480",
544,"Fri, Jan 9, 2015",8:30p,Phoenix Suns,95,San Antonio Spurs,100,Box Score,,"18,581",
545,"Fri, Jan 9, 2015",10:00p,Denver Nuggets,118,Sacramento Kings,108,Box Score,,"16,029",
546,"Fri, Jan 9, 2015",10:30p,Cleveland Cavaliers,94,Golden State Warriors,112,Box Score,,"19,596",
547,"Fri, Jan 9, 2015",10:30p,Orlando Magic,84,Los Angeles Lakers,101,Box Score,,"18,997",
548,"Sat, Jan 10, 2015",1:00p,Charlotte Hornets,110,New York Knicks,82,Box Score,,"19,812",
549,"Sat, Jan 10, 2015",3:30p,Dallas Mavericks,100,Los Angeles Clippers,120,Box Score,,"19,060",
550,"Sat, Jan 10, 2015",7:30p,Brooklyn Nets,93,Detroit Pistons,98,Box Score,,"19,301",
551,"Sat, Jan 10, 2015",7:30p,Indiana Pacers,92,Philadelphia 76ers,93,Box Score,,"17,496",
552,"Sat, Jan 10, 2015",7:30p,Boston Celtics,96,Toronto Raptors,109,Box Score,,"19,800",
553,"Sat, Jan 10, 2015",8:00p,Milwaukee Bucks,87,Chicago Bulls,95,Box Score,,"21,781",
554,"Sat, Jan 10, 2015",8:00p,Utah Jazz,82,Houston Rockets,97,Box Score,,"18,235",
555,"Sat, Jan 10, 2015",8:00p,San Antonio Spurs,108,Minnesota Timberwolves,93,Box Score,,"17,871",
556,"Sat, Jan 10, 2015",10:00p,Orlando Magic,92,Portland Trail Blazers,103,Box Score,,"19,546",
557,"Sun, Jan 11, 2015",3:00p,Washington Wizards,89,Atlanta Hawks,120,Box Score,,"18,057",
558,"Sun, Jan 11, 2015",3:30p,Miami Heat,104,Los Angeles Clippers,90,Box Score,,"19,060",
559,"Sun, Jan 11, 2015",6:00p,Phoenix Suns,110,Memphis Grizzlies,122,Box Score,2OT,"17,212",
560,"Sun, Jan 11, 2015",9:00p,Cleveland Cavaliers,84,Sacramento Kings,103,Box Score,,"16,143",
561,"Sun, Jan 11, 2015",9:30p,Portland Trail Blazers,106,Los Angeles Lakers,94,Box Score,,"18,997",
562,"Mon, Jan 12, 2015",7:30p,New Orleans Pelicans,100,Boston Celtics,108,Box Score,,"16,905",
563,"Mon, Jan 12, 2015",7:30p,Houston Rockets,113,Brooklyn Nets,99,Box Score,,"16,115",
564,"Mon, Jan 12, 2015",7:30p,Detroit Pistons,114,Toronto Raptors,111,Box Score,,"19,800",
565,"Mon, Jan 12, 2015",8:00p,Orlando Magic,121,Chicago Bulls,114,Box Score,,"21,302",
566,"Tue, Jan 13, 2015",7:00p,Minnesota Timberwolves,110,Indiana Pacers,101,Box Score,,"16,781",
567,"Tue, Jan 13, 2015",7:00p,Atlanta Hawks,105,Philadelphia 76ers,87,Box Score,,"10,466",
568,"Tue, Jan 13, 2015",7:00p,San Antonio Spurs,93,Washington Wizards,101,Box Score,,"18,116",
569,"Tue, Jan 13, 2015",9:00p,Cleveland Cavaliers,100,Phoenix Suns,107,Box Score,,"16,819",
570,"Tue, Jan 13, 2015",9:00p,Golden State Warriors,116,Utah Jazz,105,Box Score,,"19,911",
571,"Tue, Jan 13, 2015",10:00p,Dallas Mavericks,108,Sacramento Kings,104,Box Score,OT,"15,747",
572,"Tue, Jan 13, 2015",10:30p,Miami Heat,78,Los Angeles Lakers,75,Box Score,,"18,997",
573,"Wed, Jan 14, 2015",7:00p,San Antonio Spurs,98,Charlotte Hornets,93,Box Score,,"17,309",
574,"Wed, Jan 14, 2015",7:00p,Houston Rockets,113,Orlando Magic,120,Box Score,,"16,828",
575,"Wed, Jan 14, 2015",7:30p,Memphis Grizzlies,103,Brooklyn Nets,92,Box Score,,"16,516",
576,"Wed, Jan 14, 2015",7:30p,New Orleans Pelicans,105,Detroit Pistons,94,Box Score,,"12,016",
577,"Wed, Jan 14, 2015",7:30p,Philadelphia 76ers,84,Toronto Raptors,100,Box Score,,"19,800",
578,"Wed, Jan 14, 2015",8:00p,Atlanta Hawks,105,Boston Celtics,91,Box Score,,"16,067",
579,"Wed, Jan 14, 2015",8:00p,Washington Wizards,105,Chicago Bulls,99,Box Score,,"21,498",
580,"Wed, Jan 14, 2015",9:00p,Dallas Mavericks,107,Denver Nuggets,114,Box Score,,"14,022",
581,"Wed, Jan 14, 2015",10:30p,Miami Heat,89,Golden State Warriors,104,Box Score,,"19,596",
582,"Wed, Jan 14, 2015",10:30p,Los Angeles Clippers,100,Portland Trail Blazers,94,Box Score,,"19,441",
583,"Thu, Jan 15, 2015",3:00p,New York Knicks,79,Milwaukee Bucks,95,Box Score,,"18,689","at London, England"
584,"Thu, Jan 15, 2015",8:00p,Oklahoma City Thunder,101,Houston Rockets,112,Box Score,,"18,315",
585,"Thu, Jan 15, 2015",10:30p,Cleveland Cavaliers,109,Los Angeles Lakers,102,Box Score,,"18,997",
586,"Fri, Jan 16, 2015",7:00p,Detroit Pistons,98,Indiana Pacers,96,Box Score,,"17,558",
587,"Fri, Jan 16, 2015",7:00p,Memphis Grizzlies,106,Orlando Magic,96,Box Score,,"18,141",
588,"Fri, Jan 16, 2015",7:00p,New Orleans Pelicans,81,Philadelphia 76ers,96,Box Score,,"15,672",
589,"Fri, Jan 16, 2015",7:00p,Brooklyn Nets,102,Washington Wizards,80,Box Score,,"17,788",
590,"Fri, Jan 16, 2015",7:30p,Chicago Bulls,119,Boston Celtics,103,Box Score,,"18,624",
591,"Fri, Jan 16, 2015",7:30p,Atlanta Hawks,110,Toronto Raptors,89,Box Score,,"19,800",
592,"Fri, Jan 16, 2015",8:00p,Golden State Warriors,115,Oklahoma City Thunder,127,Box Score,,"18,203",
593,"Fri, Jan 16, 2015",8:30p,Denver Nuggets,89,Dallas Mavericks,97,Box Score,,"20,337",
594,"Fri, Jan 16, 2015",8:30p,Portland Trail Blazers,96,San Antonio Spurs,110,Box Score,,"18,581",
595,"Fri, Jan 16, 2015",9:00p,Minnesota Timberwolves,99,Phoenix Suns,110,Box Score,,"17,441",
596,"Fri, Jan 16, 2015",9:00p,Los Angeles Lakers,85,Utah Jazz,94,Box Score,,"19,911",
597,"Fri, Jan 16, 2015",10:00p,Miami Heat,95,Sacramento Kings,83,Box Score,,"16,350",
598,"Fri, Jan 16, 2015",10:30p,Cleveland Cavaliers,126,Los Angeles Clippers,121,Box Score,,"19,380",
599,"Sat, Jan 17, 2015",7:00p,Indiana Pacers,71,Charlotte Hornets,80,Box Score,OT,"19,285",
600,"Sat, Jan 17, 2015",7:30p,Philadelphia 76ers,89,Detroit Pistons,107,Box Score,,"15,496",
601,"Sat, Jan 17, 2015",8:00p,Washington Wizards,99,Brooklyn Nets,90,Box Score,,"17,732",
602,"Sat, Jan 17, 2015",8:00p,Atlanta Hawks,107,Chicago Bulls,99,Box Score,,"22,024",
603,"Sat, Jan 17, 2015",8:00p,Golden State Warriors,131,Houston Rockets,106,Box Score,,"18,458",
604,"Sat, Jan 17, 2015",9:00p,Minnesota Timberwolves,113,Denver Nuggets,105,Box Score,,"14,821",
605,"Sat, Jan 17, 2015",9:00p,Portland Trail Blazers,98,Memphis Grizzlies,102,Box Score,,"18,119",
606,"Sat, Jan 17, 2015",10:00p,Los Angeles Clippers,117,Sacramento Kings,108,Box Score,,"16,601",
607,"Sun, Jan 18, 2015",3:30p,New Orleans Pelicans,95,Toronto Raptors,93,Box Score,,"19,800",
608,"Sun, Jan 18, 2015",6:00p,Oklahoma City Thunder,127,Orlando Magic,99,Box Score,,"16,128",
609,"Sun, Jan 18, 2015",7:00p,Utah Jazz,69,San Antonio Spurs,89,Box Score,,"18,581",
610,"Mon, Jan 19, 2015",2:00p,Minnesota Timberwolves,80,Charlotte Hornets,105,Box Score,,"17,989",
611,"Mon, Jan 19, 2015",2:00p,Philadelphia 76ers,76,Washington Wizards,111,Box Score,,"19,040",
612,"Mon, Jan 19, 2015",2:30p,Detroit Pistons,82,Atlanta Hawks,93,Box Score,,"19,108",
613,"Mon, Jan 19, 2015",3:30p,Boston Celtics,93,Los Angeles Clippers,102,Box Score,,"19,060",
614,"Mon, Jan 19, 2015",4:00p,Denver Nuggets,79,Golden State Warriors,122,Box Score,,"19,596",
615,"Mon, Jan 19, 2015",5:00p,Dallas Mavericks,103,Memphis Grizzlies,95,Box Score,,"18,119",
616,"Mon, Jan 19, 2015",5:30p,Indiana Pacers,98,Houston Rockets,110,Box Score,,"18,266",
617,"Mon, Jan 19, 2015",5:30p,New Orleans Pelicans,92,New York Knicks,99,Box Score,,"19,812",
618,"Mon, Jan 19, 2015",7:30p,Chicago Bulls,94,Cleveland Cavaliers,108,Box Score,,"20,562",
619,"Mon, Jan 19, 2015",8:00p,Toronto Raptors,92,Milwaukee Bucks,89,Box Score,,"12,707",
620,"Mon, Jan 19, 2015",10:00p,Los Angeles Lakers,100,Phoenix Suns,115,Box Score,,"17,435",
621,"Mon, Jan 19, 2015",10:00p,Sacramento Kings,94,Portland Trail Blazers,98,Box Score,,"19,441",
622,"Tue, Jan 20, 2015",7:30p,Oklahoma City Thunder,94,Miami Heat,86,Box Score,,"19,735",
623,"Tue, Jan 20, 2015",9:00p,San Antonio Spurs,109,Denver Nuggets,99,Box Score,,"14,434",
624,"Wed, Jan 21, 2015",7:00p,Miami Heat,76,Charlotte Hornets,78,Box Score,,"16,914",
625,"Wed, Jan 21, 2015",7:00p,Utah Jazz,92,Cleveland Cavaliers,106,Box Score,,"20,562",
626,"Wed, Jan 21, 2015",7:00p,New York Knicks,98,Philadelphia 76ers,91,Box Score,,"13,201",
627,"Wed, Jan 21, 2015",7:30p,Indiana Pacers,91,Atlanta Hawks,110,Box Score,,"15,045",
628,"Wed, Jan 21, 2015",7:30p,Orlando Magic,118,Detroit Pistons,128,Box Score,,"12,148",
629,"Wed, Jan 21, 2015",8:00p,Toronto Raptors,86,Memphis Grizzlies,92,Box Score,,"15,112",
630,"Wed, Jan 21, 2015",8:00p,Dallas Mavericks,98,Minnesota Timberwolves,75,Box Score,,"13,737",
631,"Wed, Jan 21, 2015",8:00p,Los Angeles Lakers,80,New Orleans Pelicans,96,Box Score,,"16,268",
632,"Wed, Jan 21, 2015",8:00p,Oklahoma City Thunder,105,Washington Wizards,103,Box Score,OT,"20,356",
633,"Wed, Jan 21, 2015",9:00p,Portland Trail Blazers,113,Phoenix Suns,118,Box Score,,"16,703",
634,"Wed, Jan 21, 2015",10:00p,Brooklyn Nets,103,Sacramento Kings,100,Box Score,,"16,427",
635,"Wed, Jan 21, 2015",10:30p,Houston Rockets,113,Golden State Warriors,126,Box Score,,"19,596",
636,"Thu, Jan 22, 2015",8:00p,San Antonio Spurs,81,Chicago Bulls,104,Box Score,,"21,648",
637,"Thu, Jan 22, 2015",8:00p,Utah Jazz,101,Milwaukee Bucks,99,Box Score,,"12,415",
638,"Thu, Jan 22, 2015",10:00p,Boston Celtics,90,Portland Trail Blazers,89,Box Score,,"19,567",
639,"Thu, Jan 22, 2015",10:30p,Brooklyn Nets,84,Los Angeles Clippers,123,Box Score,,"19,060",
640,"Fri, Jan 23, 2015",7:00p,Toronto Raptors,91,Philadelphia 76ers,86,Box Score,,"13,640",
641,"Fri, Jan 23, 2015",7:30p,Oklahoma City Thunder,93,Atlanta Hawks,103,Box Score,,"19,203",
642,"Fri, Jan 23, 2015",7:30p,Charlotte Hornets,90,Cleveland Cavaliers,129,Box Score,,"20,562",
643,"Fri, Jan 23, 2015",7:30p,Indiana Pacers,87,Miami Heat,89,Box Score,,"19,693",
644,"Fri, Jan 23, 2015",7:30p,Orlando Magic,106,New York Knicks,113,Box Score,,"19,812",
645,"Fri, Jan 23, 2015",8:00p,Chicago Bulls,102,Dallas Mavericks,98,Box Score,,"20,408",
646,"Fri, Jan 23, 2015",8:00p,New Orleans Pelicans,92,Minnesota Timberwolves,84,Box Score,,"14,978",
647,"Fri, Jan 23, 2015",8:30p,Los Angeles Lakers,85,San Antonio Spurs,99,Box Score,,"18,581",
648,"Fri, Jan 23, 2015",9:00p,Boston Celtics,100,Denver Nuggets,99,Box Score,,"16,133",
649,"Fri, Jan 23, 2015",9:00p,Houston Rockets,113,Phoenix Suns,111,Box Score,,"16,701",
650,"Fri, Jan 23, 2015",10:30p,Sacramento Kings,101,Golden State Warriors,126,Box Score,,"19,596",
651,"Sat, Jan 24, 2015",7:00p,New York Knicks,71,Charlotte Hornets,76,Box Score,,"19,117",
652,"Sat, Jan 24, 2015",7:30p,Detroit Pistons,86,Milwaukee Bucks,101,Box Score,,"16,388",
653,"Sat, Jan 24, 2015",8:00p,Philadelphia 76ers,83,Memphis Grizzlies,101,Box Score,,"17,579",
654,"Sat, Jan 24, 2015",9:00p,Brooklyn Nets,73,Utah Jazz,108,Box Score,,"19,352",
655,"Sat, Jan 24, 2015",10:00p,Washington Wizards,96,Portland Trail Blazers,103,Box Score,,"19,775",
656,"Sun, Jan 25, 2015",1:00p,Miami Heat,96,Chicago Bulls,84,Box Score,,"21,918",
657,"Sun, Jan 25, 2015",3:30p,Oklahoma City Thunder,98,Cleveland Cavaliers,108,Box Score,,"20,562",
658,"Sun, Jan 25, 2015",6:00p,Minnesota Timberwolves,100,Atlanta Hawks,112,Box Score,,"18,049",
659,"Sun, Jan 25, 2015",6:00p,Dallas Mavericks,106,New Orleans Pelicans,109,Box Score,,"17,687",
660,"Sun, Jan 25, 2015",6:00p,Indiana Pacers,106,Orlando Magic,99,Box Score,,"16,704",
661,"Sun, Jan 25, 2015",6:00p,Los Angeles Clippers,120,Phoenix Suns,100,Box Score,,"17,066",
662,"Sun, Jan 25, 2015",7:00p,Milwaukee Bucks,95,San Antonio Spurs,101,Box Score,,"18,581",
663,"Sun, Jan 25, 2015",7:00p,Detroit Pistons,110,Toronto Raptors,114,Box Score,,"19,800",
664,"Sun, Jan 25, 2015",8:00p,Washington Wizards,117,Denver Nuggets,115,Box Score,OT,"15,410",
665,"Sun, Jan 25, 2015",8:00p,Boston Celtics,111,Golden State Warriors,114,Box Score,,"19,596",
666,"Sun, Jan 25, 2015",9:30p,Houston Rockets,99,Los Angeles Lakers,87,Box Score,,"18,997",
667,"Mon, Jan 26, 2015",8:00p,Orlando Magic,94,Memphis Grizzlies,103,Box Score,,"15,407",
668,"Mon, Jan 26, 2015",8:00p,Philadelphia 76ers,74,New Orleans Pelicans,99,Box Score,,"16,419",
669,"Mon, Jan 26, 2015",8:00p,Minnesota Timberwolves,84,Oklahoma City Thunder,92,Box Score,,"18,203",
670,"Mon, Jan 26, 2015",9:00p,Boston Celtics,99,Utah Jazz,90,Box Score,,"18,947",
671,"Mon, Jan 26, 2015",10:30p,Denver Nuggets,98,Los Angeles Clippers,102,Box Score,,"19,060",
672,"Tue, Jan 27, 2015",7:00p,Toronto Raptors,104,Indiana Pacers,91,Box Score,,"16,204",
673,"Tue, Jan 27, 2015",7:30p,Cleveland Cavaliers,103,Detroit Pistons,95,Box Score,,"18,178",
674,"Tue, Jan 27, 2015",7:30p,Milwaukee Bucks,109,Miami Heat,102,Box Score,,"19,789",
675,"Tue, Jan 27, 2015",8:30p,Memphis Grizzlies,109,Dallas Mavericks,90,Box Score,,"20,160",
676,"Tue, Jan 27, 2015",10:30p,Chicago Bulls,113,Golden State Warriors,111,Box Score,OT,"19,596",
677,"Tue, Jan 27, 2015",10:30p,Washington Wizards,98,Los Angeles Lakers,92,Box Score,,"18,997",
678,"Wed, Jan 28, 2015",7:00p,Portland Trail Blazers,94,Cleveland Cavaliers,99,Box Score,,"20,562",
679,"Wed, Jan 28, 2015",7:00p,Detroit Pistons,69,Philadelphia 76ers,89,Box Score,,"11,213",
680,"Wed, Jan 28, 2015",7:30p,Sacramento Kings,102,Toronto Raptors,119,Box Score,,"19,800",
681,"Wed, Jan 28, 2015",8:00p,Brooklyn Nets,102,Atlanta Hawks,113,Box Score,,"18,047",
682,"Wed, Jan 28, 2015",8:00p,Dallas Mavericks,94,Houston Rockets,99,Box Score,,"18,237",
683,"Wed, Jan 28, 2015",8:00p,Boston Celtics,98,Minnesota Timberwolves,110,Box Score,,"11,434",
684,"Wed, Jan 28, 2015",8:00p,Denver Nuggets,93,New Orleans Pelicans,85,Box Score,,"16,055",
685,"Wed, Jan 28, 2015",8:00p,Oklahoma City Thunder,92,New York Knicks,100,Box Score,,"19,812",
686,"Wed, Jan 28, 2015",8:30p,Charlotte Hornets,86,San Antonio Spurs,95,Box Score,,"18,581",
687,"Wed, Jan 28, 2015",9:00p,Los Angeles Clippers,94,Utah Jazz,89,Box Score,,"16,322",
688,"Wed, Jan 28, 2015",10:30p,Washington Wizards,98,Phoenix Suns,106,Box Score,,"16,209",
689,"Thu, Jan 29, 2015",7:00p,New York Knicks,82,Indiana Pacers,103,Box Score,,"15,665",
690,"Thu, Jan 29, 2015",7:00p,Milwaukee Bucks,115,Orlando Magic,100,Box Score,,"16,071",
691,"Thu, Jan 29, 2015",8:00p,Denver Nuggets,69,Memphis Grizzlies,99,Box Score,,"16,736",
692,"Thu, Jan 29, 2015",10:30p,Chicago Bulls,118,Los Angeles Lakers,123,Box Score,2OT,"18,997",
693,"Fri, Jan 30, 2015",7:00p,Minnesota Timberwolves,94,Philadelphia 76ers,103,Box Score,,"14,333",
694,"Fri, Jan 30, 2015",7:30p,Portland Trail Blazers,99,Atlanta Hawks,105,Box Score,,"19,018",
695,"Fri, Jan 30, 2015",7:30p,Houston Rockets,93,Boston Celtics,87,Box Score,,"17,675",
696,"Fri, Jan 30, 2015",7:30p,Toronto Raptors,127,Brooklyn Nets,122,Box Score,OT,"17,062",
697,"Fri, Jan 30, 2015",7:30p,Sacramento Kings,90,Cleveland Cavaliers,101,Box Score,,"20,562",
698,"Fri, Jan 30, 2015",8:00p,Dallas Mavericks,93,Miami Heat,72,Box Score,,"19,823",
699,"Fri, Jan 30, 2015",8:00p,Los Angeles Clippers,103,New Orleans Pelicans,108,Box Score,,"17,932",
700,"Fri, Jan 30, 2015",9:00p,Golden State Warriors,100,Utah Jazz,110,Box Score,,"19,295",
701,"Fri, Jan 30, 2015",10:30p,Chicago Bulls,93,Phoenix Suns,99,Box Score,,"18,055",
702,"Sat, Jan 31, 2015",7:00p,Sacramento Kings,99,Indiana Pacers,94,Box Score,,"18,165",
703,"Sat, Jan 31, 2015",7:00p,Dallas Mavericks,108,Orlando Magic,93,Box Score,,"17,626",
704,"Sat, Jan 31, 2015",7:00p,Toronto Raptors,120,Washington Wizards,116,Box Score,OT,"20,356",
705,"Sat, Jan 31, 2015",7:30p,Philadelphia 76ers,85,Atlanta Hawks,91,Box Score,,"19,006",
706,"Sat, Jan 31, 2015",7:30p,Houston Rockets,101,Detroit Pistons,114,Box Score,,"18,213",
707,"Sat, Jan 31, 2015",8:00p,Oklahoma City Thunder,74,Memphis Grizzlies,85,Box Score,,"18,119",
708,"Sat, Jan 31, 2015",8:00p,Cleveland Cavaliers,106,Minnesota Timberwolves,90,Box Score,,"19,562",
709,"Sat, Jan 31, 2015",8:30p,Portland Trail Blazers,88,Milwaukee Bucks,95,Box Score,,"18,717",
710,"Sat, Jan 31, 2015",9:00p,Charlotte Hornets,104,Denver Nuggets,86,Box Score,,"13,302",
711,"Sat, Jan 31, 2015",9:00p,Los Angeles Clippers,105,San Antonio Spurs,85,Box Score,,"18,581",
712,"Sat, Jan 31, 2015",10:30p,Phoenix Suns,87,Golden State Warriors,106,Box Score,,"19,596",
713,"Sun, Feb 1, 2015",1:00p,Miami Heat,83,Boston Celtics,75,Box Score,,"17,366",
714,"Sun, Feb 1, 2015",2:00p,Los Angeles Lakers,80,New York Knicks,92,Box Score,,"19,812",
715,"Mon, Feb 2, 2015",7:00p,Philadelphia 76ers,84,Cleveland Cavaliers,97,Box Score,,"20,562",
716,"Mon, Feb 2, 2015",7:00p,Charlotte Hornets,92,Washington Wizards,88,Box Score,,"15,816",
717,"Mon, Feb 2, 2015",7:30p,Los Angeles Clippers,100,Brooklyn Nets,102,Box Score,,"16,037",
718,"Mon, Feb 2, 2015",7:30p,Milwaukee Bucks,82,Toronto Raptors,75,Box Score,,"19,800",
719,"Mon, Feb 2, 2015",8:00p,Atlanta Hawks,100,New Orleans Pelicans,115,Box Score,,"15,487",
720,"Mon, Feb 2, 2015",8:00p,Orlando Magic,97,Oklahoma City Thunder,104,Box Score,,"18,203",
721,"Mon, Feb 2, 2015",8:30p,Minnesota Timberwolves,94,Dallas Mavericks,100,Box Score,,"19,989",
722,"Mon, Feb 2, 2015",9:00p,Memphis Grizzlies,102,Phoenix Suns,101,Box Score,,"17,199",
