,Date,Start (ET),Visitor/Neutral,Visitor Points,Home/Neutral,Home Points, , ,Attend.,Notes
94,"Sun, Nov 8, 2015",3:30p,Los Angeles Lakers,95,New York Knicks,99,Box Score,,"19,812",
95,"Sun, Nov 8, 2015",6:00p,Toronto Raptors,76,Miami Heat,96,Box Score,,"19,600",
96,"Sun, Nov 8, 2015",7:00p,Phoenix Suns,103,Oklahoma City Thunder,124,Box Score,,"18,203",
97,"Sun, Nov 8, 2015",9:00p,Detroit Pistons,120,Portland Trail Blazers,103,Box Score,,"19,393",
98,"Mon, Nov 9, 2015",7:00p,Orlando Magic,84,Indiana Pacers,97,Box Score,,"13,104",
99,"Mon, Nov 9, 2015",7:00p,Chicago Bulls,111,Philadelphia 76ers,88,Box Score,,"13,879",
100,"Mon, Nov 9, 2015",8:00p,Minnesota Timberwolves,117,Atlanta Hawks,107,Box Score,,"12,016",
101,"Mon, Nov 9, 2015",9:00p,Portland Trail Blazers,104,Denver Nuggets,108,Box Score,,"9,153",
102,"Mon, Nov 9, 2015",10:00p,San Antonio Spurs,106,Sacramento Kings,88,Box Score,,"17,317",
103,"Mon, Nov 9, 2015",10:30p,Detroit Pistons,95,Golden State Warriors,109,Box Score,,"19,596",
104,"Mon, Nov 9, 2015",10:30p,Memphis Grizzlies,92,Los Angeles Clippers,94,Box Score,,"19,060",
105,"Tue, Nov 10, 2015",7:00p,Utah Jazz,114,Cleveland Cavaliers,118,Box Score,,"20,562",
106,"Tue, Nov 10, 2015",7:00p,Oklahoma City Thunder,125,Washington Wizards,101,Box Score,,"20,356",
107,"Tue, Nov 10, 2015",7:30p,Los Angeles Lakers,88,Miami Heat,101,Box Score,,"19,825",
108,"Tue, Nov 10, 2015",7:30p,New York Knicks,111,Toronto Raptors,109,Box Score,,"19,800",
109,"Tue, Nov 10, 2015",8:00p,Boston Celtics,99,Milwaukee Bucks,83,Box Score,,"11,822",
110,"Tue, Nov 10, 2015",8:00p,Charlotte Hornets,104,Minnesota Timberwolves,95,Box Score,,"14,722",
111,"Tue, Nov 10, 2015",8:00p,Dallas Mavericks,105,New Orleans Pelicans,120,Box Score,,"17,128",
112,"Wed, Nov 11, 2015",7:00p,New York Knicks,93,Charlotte Hornets,95,Box Score,,"16,643",
113,"Wed, Nov 11, 2015",7:00p,Los Angeles Lakers,99,Orlando Magic,101,Box Score,,"18,846",
114,"Wed, Nov 11, 2015",7:00p,Toronto Raptors,119,Philadelphia 76ers,103,Box Score,,"12,744",
115,"Wed, Nov 11, 2015",7:30p,Indiana Pacers,102,Boston Celtics,91,Box Score,,"17,879",
116,"Wed, Nov 11, 2015",8:00p,New Orleans Pelicans,98,Atlanta Hawks,106,Box Score,,"15,597",
117,"Wed, Nov 11, 2015",8:00p,Los Angeles Clippers,108,Dallas Mavericks,118,Box Score,,"19,805",
118,"Wed, Nov 11, 2015",8:00p,Brooklyn Nets,106,Houston Rockets,98,Box Score,,"18,155",
119,"Wed, Nov 11, 2015",8:00p,Golden State Warriors,100,Memphis Grizzlies,84,Box Score,,"18,119",
120,"Wed, Nov 11, 2015",9:00p,Milwaukee Bucks,102,Denver Nuggets,103,Box Score,,"9,403",
121,"Wed, Nov 11, 2015",10:00p,Detroit Pistons,92,Sacramento Kings,101,Box Score,,"17,317",
122,"Wed, Nov 11, 2015",10:30p,San Antonio Spurs,113,Portland Trail Blazers,101,Box Score,,"19,393",
123,"Thu, Nov 12, 2015",7:30p,Utah Jazz,91,Miami Heat,92,Box Score,,"19,600",
124,"Thu, Nov 12, 2015",8:00p,Golden State Warriors,129,Minnesota Timberwolves,116,Box Score,,"16,130",
125,"Thu, Nov 12, 2015",10:30p,Los Angeles Clippers,104,Phoenix Suns,118,Box Score,,"17,204",
126,"Fri, Nov 13, 2015",7:00p,Minnesota Timberwolves,103,Indiana Pacers,107,Box Score,,"16,797",
127,"Fri, Nov 13, 2015",7:00p,Utah Jazz,93,Orlando Magic,102,Box Score,,"16,709",
128,"Fri, Nov 13, 2015",7:30p,Atlanta Hawks,93,Boston Celtics,106,Box Score,,"17,138",
129,"Fri, Nov 13, 2015",7:30p,Cleveland Cavaliers,90,New York Knicks,84,Box Score,,"19,812",
130,"Fri, Nov 13, 2015",7:30p,New Orleans Pelicans,81,Toronto Raptors,100,Box Score,,"19,800",
131,"Fri, Nov 13, 2015",8:00p,Charlotte Hornets,97,Chicago Bulls,102,Box Score,,"21,749",
132,"Fri, Nov 13, 2015",8:00p,Portland Trail Blazers,100,Memphis Grizzlies,101,Box Score,,"16,919",
133,"Fri, Nov 13, 2015",8:00p,Philadelphia 76ers,85,Oklahoma City Thunder,102,Box Score,,"18,203",
134,"Fri, Nov 13, 2015",8:30p,Los Angeles Lakers,82,Dallas Mavericks,90,Box Score,,"20,260",
135,"Fri, Nov 13, 2015",9:00p,Houston Rockets,98,Denver Nuggets,107,Box Score,,"16,113",
136,"Fri, Nov 13, 2015",10:00p,Brooklyn Nets,109,Sacramento Kings,111,Box Score,,"17,131",
137,"Sat, Nov 14, 2015",3:30p,Detroit Pistons,96,Los Angeles Clippers,101,Box Score,,"19,060",
138,"Sat, Nov 14, 2015",7:00p,Orlando Magic,99,Washington Wizards,108,Box Score,,"18,311",
139,"Sat, Nov 14, 2015",8:00p,Dallas Mavericks,110,Houston Rockets,98,Box Score,,"18,231",
140,"Sat, Nov 14, 2015",8:30p,Cleveland Cavaliers,105,Milwaukee Bucks,108,Box Score,2OT,"18,717",
141,"Sat, Nov 14, 2015",8:30p,Philadelphia 76ers,83,San Antonio Spurs,92,Box Score,,"18,418",
142,"Sat, Nov 14, 2015",9:00p,Denver Nuggets,81,Phoenix Suns,105,Box Score,,"16,722",
143,"Sat, Nov 14, 2015",10:30p,Brooklyn Nets,99,Golden State Warriors,107,Box Score,OT,"19,596",
144,"Sun, Nov 15, 2015",12:00p,New Orleans Pelicans,87,New York Knicks,95,Box Score,,"19,812",
145,"Sun, Nov 15, 2015",3:30p,Memphis Grizzlies,114,Minnesota Timberwolves,106,Box Score,,"12,086",
146,"Sun, Nov 15, 2015",5:00p,Portland Trail Blazers,94,Charlotte Hornets,106,Box Score,,"15,317",
147,"Sun, Nov 15, 2015",6:00p,Utah Jazz,97,Atlanta Hawks,96,Box Score,,"14,436",
148,"Sun, Nov 15, 2015",7:00p,Boston Celtics,100,Oklahoma City Thunder,85,Box Score,,"18,203",
149,"Sun, Nov 15, 2015",9:00p,Toronto Raptors,101,Sacramento Kings,107,Box Score,,"17,006",
150,"Sun, Nov 15, 2015",9:30p,Detroit Pistons,85,Los Angeles Lakers,97,Box Score,,"18,997",
151,"Mon, Nov 16, 2015",7:00p,Dallas Mavericks,92,Philadelphia 76ers,86,Box Score,,"11,555",
152,"Mon, Nov 16, 2015",8:00p,Indiana Pacers,95,Chicago Bulls,96,Box Score,,"21,660",
153,"Mon, Nov 16, 2015",8:00p,Boston Celtics,111,Houston Rockets,95,Box Score,,"17,005",
154,"Mon, Nov 16, 2015",8:00p,Oklahoma City Thunder,114,Memphis Grizzlies,122,Box Score,,"17,270",
155,"Mon, Nov 16, 2015",8:30p,Portland Trail Blazers,80,San Antonio Spurs,93,Box Score,,"18,418",
156,"Mon, Nov 16, 2015",9:00p,Los Angeles Lakers,101,Phoenix Suns,120,Box Score,,"18,055",
157,"Tue, Nov 17, 2015",7:00p,Milwaukee Bucks,86,Washington Wizards,115,Box Score,,"15,485",
158,"Tue, Nov 17, 2015",7:30p,Atlanta Hawks,88,Brooklyn Nets,90,Box Score,,"12,241",
159,"Tue, Nov 17, 2015",7:30p,Cleveland Cavaliers,99,Detroit Pistons,104,Box Score,,"18,442",
160,"Tue, Nov 17, 2015",7:30p,Minnesota Timberwolves,103,Miami Heat,91,Box Score,,"19,600",
161,"Tue, Nov 17, 2015",7:30p,Charlotte Hornets,94,New York Knicks,102,Box Score,,"19,812",
162,"Tue, Nov 17, 2015",8:00p,Denver Nuggets,115,New Orleans Pelicans,98,Box Score,,"17,269",
163,"Tue, Nov 17, 2015",10:30p,Toronto Raptors,110,Golden State Warriors,115,Box Score,,"19,596",
164,"Wed, Nov 18, 2015",7:00p,Brooklyn Nets,111,Charlotte Hornets,116,Box Score,,"14,040",
165,"Wed, Nov 18, 2015",7:00p,Minnesota Timberwolves,101,Orlando Magic,104,Box Score,OT,"16,048",
166,"Wed, Nov 18, 2015",7:00p,Indiana Pacers,112,Philadelphia 76ers,85,Box Score,,"11,080",
167,"Wed, Nov 18, 2015",7:30p,Dallas Mavericks,106,Boston Celtics,102,Box Score,,"17,262",
168,"Wed, Nov 18, 2015",8:00p,Sacramento Kings,97,Atlanta Hawks,103,Box Score,,"13,008",
169,"Wed, Nov 18, 2015",8:00p,Portland Trail Blazers,103,Houston Rockets,108,Box Score,OT,"17,107",
170,"Wed, Nov 18, 2015",8:00p,New Orleans Pelicans,103,Oklahoma City Thunder,110,Box Score,,"18,203",
171,"Wed, Nov 18, 2015",8:30p,Denver Nuggets,98,San Antonio Spurs,109,Box Score,,"18,418",
172,"Wed, Nov 18, 2015",9:00p,Toronto Raptors,89,Utah Jazz,93,Box Score,,"18,741",
173,"Wed, Nov 18, 2015",10:30p,Chicago Bulls,103,Phoenix Suns,97,Box Score,,"17,377",
174,"Thu, Nov 19, 2015",7:30p,Sacramento Kings,109,Miami Heat,116,Box Score,,"19,600",
175,"Thu, Nov 19, 2015",8:00p,Milwaukee Bucks,100,Cleveland Cavaliers,115,Box Score,,"20,562",
176,"Thu, Nov 19, 2015",10:30p,Golden State Warriors,124,Los Angeles Clippers,117,Box Score,,"19,528",
177,"Fri, Nov 20, 2015",7:00p,Philadelphia 76ers,88,Charlotte Hornets,113,Box Score,,"17,926",
178,"Fri, Nov 20, 2015",7:30p,Brooklyn Nets,95,Boston Celtics,120,Box Score,,"18,361",
179,"Fri, Nov 20, 2015",8:00p,Houston Rockets,84,Memphis Grizzlies,96,Box Score,,"17,555",
180,"Fri, Nov 20, 2015",8:00p,Detroit Pistons,96,Minnesota Timberwolves,86,Box Score,,"13,445",
181,"Fri, Nov 20, 2015",8:00p,San Antonio Spurs,90,New Orleans Pelicans,104,Box Score,,"16,698",
182,"Fri, Nov 20, 2015",8:00p,New York Knicks,93,Oklahoma City Thunder,90,Box Score,,"18,203",
183,"Fri, Nov 20, 2015",8:30p,Utah Jazz,93,Dallas Mavericks,102,Box Score,,"20,028",
184,"Fri, Nov 20, 2015",9:00p,Phoenix Suns,114,Denver Nuggets,107,Box Score,,"12,264",
185,"Fri, Nov 20, 2015",10:00p,Los Angeles Clippers,91,Portland Trail Blazers,102,Box Score,,"19,393",
186,"Fri, Nov 20, 2015",10:30p,Chicago Bulls,94,Golden State Warriors,106,Box Score,,"19,596",
187,"Fri, Nov 20, 2015",10:30p,Toronto Raptors,102,Los Angeles Lakers,91,Box Score,,"18,997",
188,"Sat, Nov 21, 2015",5:00p,Sacramento Kings,97,Orlando Magic,91,Box Score,,"16,104",
189,"Sat, Nov 21, 2015",7:00p,Milwaukee Bucks,86,Indiana Pacers,123,Box Score,,"17,137",
190,"Sat, Nov 21, 2015",7:30p,Atlanta Hawks,97,Cleveland Cavaliers,109,Box Score,,"20,562",
191,"Sat, Nov 21, 2015",7:30p,Washington Wizards,97,Detroit Pistons,95,Box Score,,"15,890",
192,"Sat, Nov 21, 2015",8:00p,New York Knicks,107,Houston Rockets,102,Box Score,,"18,226",
193,"Sat, Nov 21, 2015",8:00p,Philadelphia 76ers,91,Miami Heat,96,Box Score,,"19,673",
194,"Sat, Nov 21, 2015",8:30p,Memphis Grizzlies,82,San Antonio Spurs,92,Box Score,,"18,418",
195,"Sun, Nov 22, 2015",3:30p,Toronto Raptors,91,Los Angeles Clippers,80,Box Score,,"19,060",
196,"Sun, Nov 22, 2015",6:00p,Boston Celtics,101,Brooklyn Nets,111,Box Score,,"14,866",
197,"Sun, Nov 22, 2015",6:00p,Phoenix Suns,116,New Orleans Pelicans,122,Box Score,,"16,680",
198,"Sun, Nov 22, 2015",7:00p,Dallas Mavericks,114,Oklahoma City Thunder,117,Box Score,,"18,203",
199,"Sun, Nov 22, 2015",8:00p,Golden State Warriors,118,Denver Nuggets,105,Box Score,,"17,689",
200,"Sun, Nov 22, 2015",9:30p,Portland Trail Blazers,107,Los Angeles Lakers,93,Box Score,,"18,997",
201,"Mon, Nov 23, 2015",7:00p,Sacramento Kings,122,Charlotte Hornets,127,Box Score,OT,"14,163",
202,"Mon, Nov 23, 2015",7:00p,Orlando Magic,103,Cleveland Cavaliers,117,Box Score,,"20,562",
203,"Mon, Nov 23, 2015",7:30p,New York Knicks,78,Miami Heat,95,Box Score,,"19,777",
204,"Mon, Nov 23, 2015",8:00p,Detroit Pistons,88,Milwaukee Bucks,109,Box Score,,"12,319",
205,"Mon, Nov 23, 2015",8:00p,Philadelphia 76ers,95,Minnesota Timberwolves,100,Box Score,,"11,382",
206,"Mon, Nov 23, 2015",8:30p,Phoenix Suns,84,San Antonio Spurs,98,Box Score,,"18,418",
207,"Mon, Nov 23, 2015",9:00p,Oklahoma City Thunder,111,Utah Jazz,89,Box Score,,"19,911",
208,"Tue, Nov 24, 2015",7:00p,Indiana Pacers,123,Washington Wizards,106,Box Score,,"15,486",
209,"Tue, Nov 24, 2015",8:00p,Boston Celtics,97,Atlanta Hawks,121,Box Score,,"18,968",
210,"Tue, Nov 24, 2015",8:00p,Dallas Mavericks,96,Memphis Grizzlies,110,Box Score,,"17,381",
211,"Tue, Nov 24, 2015",9:00p,Los Angeles Clippers,111,Denver Nuggets,94,Box Score,,"13,257",
212,"Tue, Nov 24, 2015",10:00p,Chicago Bulls,93,Portland Trail Blazers,88,Box Score,,"19,393",
213,"Tue, Nov 24, 2015",10:30p,Los Angeles Lakers,77,Golden State Warriors,111,Box Score,,"19,596",
214,"Wed, Nov 25, 2015",7:00p,Washington Wizards,87,Charlotte Hornets,101,Box Score,,"17,064",
215,"Wed, Nov 25, 2015",7:00p,New York Knicks,91,Orlando Magic,100,Box Score,,"18,846",
216,"Wed, Nov 25, 2015",7:30p,Philadelphia 76ers,80,Boston Celtics,84,Box Score,,"17,588",
217,"Wed, Nov 25, 2015",7:30p,Miami Heat,81,Detroit Pistons,104,Box Score,,"15,119",
218,"Wed, Nov 25, 2015",7:30p,Cleveland Cavaliers,99,Toronto Raptors,103,Box Score,,"20,140",
219,"Wed, Nov 25, 2015",8:00p,Memphis Grizzlies,102,Houston Rockets,93,Box Score,,"18,143",
220,"Wed, Nov 25, 2015",8:00p,Sacramento Kings,129,Milwaukee Bucks,118,Box Score,,"14,120",
221,"Wed, Nov 25, 2015",8:00p,Atlanta Hawks,95,Minnesota Timberwolves,99,Box Score,,"14,289",
222,"Wed, Nov 25, 2015",8:00p,Brooklyn Nets,99,Oklahoma City Thunder,110,Box Score,,"18,203",
223,"Wed, Nov 25, 2015",8:30p,Dallas Mavericks,83,San Antonio Spurs,88,Box Score,,"18,418",
224,"Wed, Nov 25, 2015",9:00p,New Orleans Pelicans,120,Phoenix Suns,114,Box Score,,"16,338",
225,"Wed, Nov 25, 2015",10:30p,Utah Jazz,102,Los Angeles Clippers,91,Box Score,,"19,060",
226,"Fri, Nov 27, 2015",7:00p,Cleveland Cavaliers,95,Charlotte Hornets,90,Box Score,,"19,093",
227,"Fri, Nov 27, 2015",7:00p,Milwaukee Bucks,90,Orlando Magic,114,Box Score,,"16,317",
228,"Fri, Nov 27, 2015",7:30p,Washington Wizards,78,Boston Celtics,111,Box Score,,"18,624",
229,"Fri, Nov 27, 2015",7:30p,Miami Heat,97,New York Knicks,78,Box Score,,"19,812",
230,"Fri, Nov 27, 2015",8:00p,Philadelphia 76ers,114,Houston Rockets,116,Box Score,,"17,306",
231,"Fri, Nov 27, 2015",8:00p,Chicago Bulls,92,Indiana Pacers,104,Box Score,,"18,165",
232,"Fri, Nov 27, 2015",8:00p,Atlanta Hawks,116,Memphis Grizzlies,101,Box Score,,"17,684",
233,"Fri, Nov 27, 2015",8:00p,Detroit Pistons,87,Oklahoma City Thunder,103,Box Score,,"18,203",
234,"Fri, Nov 27, 2015",9:00p,San Antonio Spurs,91,Denver Nuggets,80,Box Score,,"17,121",
235,"Fri, Nov 27, 2015",9:30p,Golden State Warriors,135,Phoenix Suns,116,Box Score,,"18,055",
236,"Fri, Nov 27, 2015",10:00p,Minnesota Timberwolves,101,Sacramento Kings,91,Box Score,,"17,317",
237,"Fri, Nov 27, 2015",10:30p,New Orleans Pelicans,90,Los Angeles Clippers,111,Box Score,,"19,162",
238,"Sat, Nov 28, 2015",7:00p,Toronto Raptors,84,Washington Wizards,82,Box Score,,"16,841",
239,"Sat, Nov 28, 2015",7:30p,Brooklyn Nets,88,Cleveland Cavaliers,90,Box Score,,"20,562",
240,"Sat, Nov 28, 2015",8:30p,Denver Nuggets,81,Dallas Mavericks,92,Box Score,,"20,339",
241,"Sat, Nov 28, 2015",8:30p,Atlanta Hawks,88,San Antonio Spurs,108,Box Score,,"18,418",
