,Date,Start (ET),Visitor/Neutral,Visitor Points,Home/Neutral,Home Points, , ,Attend.,Notes
242,"Sat, Nov 28, 2015",9:00p,New Orleans Pelicans,87,Utah Jazz,101,Box Score,,"19,911",
243,"Sat, Nov 28, 2015",10:00p,Los Angeles Lakers,96,Portland Trail Blazers,108,Box Score,,"20,019",
244,"Sat, Nov 28, 2015",10:30p,Sacramento Kings,101,Golden State Warriors,120,Box Score,,"19,596",
245,"Sun, Nov 29, 2015",2:00p,Milwaukee Bucks,82,Charlotte Hornets,87,Box Score,,"14,224",
246,"Sun, Nov 29, 2015",3:30p,Minnesota Timberwolves,99,Los Angeles Clippers,107,Box Score,,"19,060",
247,"Sun, Nov 29, 2015",6:00p,Detroit Pistons,83,Brooklyn Nets,87,Box Score,,"12,823",
248,"Sun, Nov 29, 2015",6:00p,Philadelphia 76ers,84,Memphis Grizzlies,92,Box Score,,"15,322",
249,"Sun, Nov 29, 2015",6:00p,Boston Celtics,91,Orlando Magic,110,Box Score,,"16,209",
250,"Sun, Nov 29, 2015",6:00p,Phoenix Suns,107,Toronto Raptors,102,Box Score,,"19,800",
251,"Sun, Nov 29, 2015",7:30p,Houston Rockets,116,New York Knicks,111,Box Score,OT,"19,812",
252,"Sun, Nov 29, 2015",9:30p,Indiana Pacers,107,Los Angeles Lakers,103,Box Score,,"18,997",
253,"Mon, Nov 30, 2015",7:30p,Houston Rockets,105,Detroit Pistons,116,Box Score,,"14,818",
254,"Mon, Nov 30, 2015",7:30p,Boston Celtics,105,Miami Heat,95,Box Score,,"19,600",
255,"Mon, Nov 30, 2015",8:00p,Oklahoma City Thunder,100,Atlanta Hawks,106,Box Score,,"17,768",
256,"Mon, Nov 30, 2015",8:00p,San Antonio Spurs,89,Chicago Bulls,92,Box Score,,"21,909",
257,"Mon, Nov 30, 2015",8:00p,Denver Nuggets,74,Milwaukee Bucks,92,Box Score,,"10,187",
258,"Mon, Nov 30, 2015",9:00p,Golden State Warriors,106,Utah Jazz,103,Box Score,,"19,911",
259,"Mon, Nov 30, 2015",10:00p,Dallas Mavericks,98,Sacramento Kings,112,Box Score,,"16,937",
260,"Mon, Nov 30, 2015",10:30p,Portland Trail Blazers,87,Los Angeles Clippers,102,Box Score,,"19,060",
261,"Tue, Dec 1, 2015",7:00p,Washington Wizards,97,Cleveland Cavaliers,85,Box Score,,"20,562",
262,"Tue, Dec 1, 2015",7:00p,Los Angeles Lakers,91,Philadelphia 76ers,103,Box Score,,"20,510",
263,"Tue, Dec 1, 2015",7:30p,Phoenix Suns,91,Brooklyn Nets,94,Box Score,,"12,787",
264,"Tue, Dec 1, 2015",8:00p,Orlando Magic,96,Minnesota Timberwolves,93,Box Score,,"10,694",
265,"Tue, Dec 1, 2015",8:00p,Memphis Grizzlies,113,New Orleans Pelicans,104,Box Score,,"16,020",
266,"Tue, Dec 1, 2015",10:00p,Dallas Mavericks,115,Portland Trail Blazers,112,Box Score,OT,"19,393",
267,"Wed, Dec 2, 2015",7:00p,Golden State Warriors,116,Charlotte Hornets,99,Box Score,,"19,542",
268,"Wed, Dec 2, 2015",7:00p,Los Angeles Lakers,108,Washington Wizards,104,Box Score,,"20,356",
269,"Wed, Dec 2, 2015",7:30p,Phoenix Suns,122,Detroit Pistons,127,Box Score,OT,"13,985",
270,"Wed, Dec 2, 2015",7:30p,Philadelphia 76ers,87,New York Knicks,99,Box Score,,"19,812",
271,"Wed, Dec 2, 2015",8:00p,Toronto Raptors,96,Atlanta Hawks,86,Box Score,,"12,559",
272,"Wed, Dec 2, 2015",8:00p,Denver Nuggets,90,Chicago Bulls,99,Box Score,,"21,349",
273,"Wed, Dec 2, 2015",8:00p,New Orleans Pelicans,101,Houston Rockets,108,Box Score,,"17,339",
274,"Wed, Dec 2, 2015",8:30p,Milwaukee Bucks,70,San Antonio Spurs,95,Box Score,,"18,418",
275,"Wed, Dec 2, 2015",10:30p,Indiana Pacers,103,Los Angeles Clippers,91,Box Score,,"19,060",
276,"Thu, Dec 3, 2015",7:00p,Oklahoma City Thunder,95,Miami Heat,97,Box Score,,"19,600",
277,"Thu, Dec 3, 2015",7:30p,Denver Nuggets,106,Toronto Raptors,105,Box Score,,"19,800",
278,"Thu, Dec 3, 2015",9:00p,Orlando Magic,103,Utah Jazz,94,Box Score,,"19,247",
279,"Thu, Dec 3, 2015",9:30p,San Antonio Spurs,103,Memphis Grizzlies,83,Box Score,,"17,013",
280,"Thu, Dec 3, 2015",10:00p,Indiana Pacers,111,Portland Trail Blazers,123,Box Score,,"19,206",
281,"Thu, Dec 3, 2015",10:00p,Boston Celtics,114,Sacramento Kings,97,Box Score,,"18,660","at Mexico City, Mexico"
282,"Fri, Dec 4, 2015",7:00p,Brooklyn Nets,91,New York Knicks,108,Box Score,,"19,812",
283,"Fri, Dec 4, 2015",7:00p,Phoenix Suns,106,Washington Wizards,109,Box Score,,"17,255",
284,"Fri, Dec 4, 2015",7:30p,Milwaukee Bucks,95,Detroit Pistons,102,Box Score,,"16,963",
285,"Fri, Dec 4, 2015",8:00p,Los Angeles Lakers,87,Atlanta Hawks,100,Box Score,,"19,051",
286,"Fri, Dec 4, 2015",8:30p,Houston Rockets,100,Dallas Mavericks,96,Box Score,,"20,339",
287,"Fri, Dec 4, 2015",9:30p,Cleveland Cavaliers,108,New Orleans Pelicans,114,Box Score,OT,"17,906",
288,"Sat, Dec 5, 2015",1:00p,Denver Nuggets,108,Philadelphia 76ers,105,Box Score,,"15,677",
289,"Sat, Dec 5, 2015",5:00p,Golden State Warriors,112,Toronto Raptors,109,Box Score,,"20,160",
290,"Sat, Dec 5, 2015",8:00p,Charlotte Hornets,102,Chicago Bulls,96,Box Score,,"21,770",
291,"Sat, Dec 5, 2015",8:00p,Sacramento Kings,113,Houston Rockets,120,Box Score,,"17,318",
292,"Sat, Dec 5, 2015",8:00p,Cleveland Cavaliers,84,Miami Heat,99,Box Score,,"19,600",
293,"Sat, Dec 5, 2015",8:00p,Portland Trail Blazers,109,Minnesota Timberwolves,103,Box Score,,"16,203",
294,"Sat, Dec 5, 2015",8:30p,New York Knicks,91,Milwaukee Bucks,106,Box Score,,"16,223",
295,"Sat, Dec 5, 2015",8:30p,Boston Celtics,105,San Antonio Spurs,108,Box Score,,"18,418",
296,"Sat, Dec 5, 2015",9:00p,Indiana Pacers,119,Utah Jazz,122,Box Score,OT,"19,500",
297,"Sat, Dec 5, 2015",10:30p,Orlando Magic,101,Los Angeles Clippers,103,Box Score,,"19,146",
298,"Sun, Dec 6, 2015",3:30p,Phoenix Suns,93,Memphis Grizzlies,95,Box Score,,"16,022",
299,"Sun, Dec 6, 2015",6:00p,Golden State Warriors,114,Brooklyn Nets,98,Box Score,,"17,732",
300,"Sun, Dec 6, 2015",6:00p,Los Angeles Lakers,91,Detroit Pistons,111,Box Score,,"20,228",
301,"Sun, Dec 6, 2015",6:00p,Dallas Mavericks,116,Washington Wizards,104,Box Score,,"16,394",
302,"Sun, Dec 6, 2015",7:00p,Sacramento Kings,95,Oklahoma City Thunder,98,Box Score,,"18,203",
303,"Mon, Dec 7, 2015",7:00p,Detroit Pistons,84,Charlotte Hornets,104,Box Score,,"15,481",
304,"Mon, Dec 7, 2015",7:00p,San Antonio Spurs,119,Philadelphia 76ers,68,Box Score,,"14,449",
305,"Mon, Dec 7, 2015",7:30p,Washington Wizards,114,Miami Heat,103,Box Score,,"19,600",
306,"Mon, Dec 7, 2015",7:30p,Dallas Mavericks,104,New York Knicks,97,Box Score,,"19,812",
307,"Mon, Dec 7, 2015",7:30p,Los Angeles Lakers,93,Toronto Raptors,102,Box Score,,"20,163",
308,"Mon, Dec 7, 2015",8:00p,Phoenix Suns,103,Chicago Bulls,101,Box Score,,"21,337",
309,"Mon, Dec 7, 2015",8:00p,Portland Trail Blazers,88,Milwaukee Bucks,90,Box Score,,"14,389",
310,"Mon, Dec 7, 2015",8:00p,Los Angeles Clippers,110,Minnesota Timberwolves,106,Box Score,,"11,467",
311,"Mon, Dec 7, 2015",8:00p,Boston Celtics,111,New Orleans Pelicans,93,Box Score,,"15,715",
312,"Tue, Dec 8, 2015",7:00p,Portland Trail Blazers,100,Cleveland Cavaliers,105,Box Score,,"20,562",
313,"Tue, Dec 8, 2015",7:00p,Golden State Warriors,131,Indiana Pacers,123,Box Score,,"18,165",
314,"Tue, Dec 8, 2015",7:30p,Houston Rockets,105,Brooklyn Nets,110,Box Score,,"13,319",
315,"Tue, Dec 8, 2015",8:00p,Oklahoma City Thunder,125,Memphis Grizzlies,88,Box Score,,"16,415",
316,"Tue, Dec 8, 2015",9:00p,Orlando Magic,85,Denver Nuggets,74,Box Score,,"13,925",
317,"Tue, Dec 8, 2015",10:00p,Utah Jazz,106,Sacramento Kings,114,Box Score,,"16,505",
318,"Wed, Dec 9, 2015",7:00p,Chicago Bulls,100,Boston Celtics,105,Box Score,,"17,318",
319,"Wed, Dec 9, 2015",7:00p,Miami Heat,81,Charlotte Hornets,99,Box Score,,"17,404",
320,"Wed, Dec 9, 2015",7:00p,Houston Rockets,109,Washington Wizards,103,Box Score,,"16,041",
321,"Wed, Dec 9, 2015",7:30p,Memphis Grizzlies,93,Detroit Pistons,92,Box Score,,"13,411",
322,"Wed, Dec 9, 2015",7:30p,San Antonio Spurs,94,Toronto Raptors,97,Box Score,,"19,800",
323,"Wed, Dec 9, 2015",8:00p,Los Angeles Clippers,109,Milwaukee Bucks,95,Box Score,,"14,224",
324,"Wed, Dec 9, 2015",8:00p,Los Angeles Lakers,122,Minnesota Timberwolves,123,Box Score,OT,"18,076",
325,"Wed, Dec 9, 2015",9:00p,Orlando Magic,104,Phoenix Suns,107,Box Score,,"17,637",
326,"Wed, Dec 9, 2015",9:00p,New York Knicks,85,Utah Jazz,106,Box Score,,"18,586",
327,"Wed, Dec 9, 2015",9:30p,Atlanta Hawks,98,Dallas Mavericks,95,Box Score,,"19,936",
328,"Thu, Dec 10, 2015",7:30p,Philadelphia 76ers,91,Brooklyn Nets,100,Box Score,,"13,266",
329,"Thu, Dec 10, 2015",8:00p,Los Angeles Clippers,80,Chicago Bulls,83,Box Score,,"21,491",
330,"Thu, Dec 10, 2015",8:00p,Atlanta Hawks,94,Oklahoma City Thunder,107,Box Score,,"18,203",
331,"Thu, Dec 10, 2015",10:30p,New York Knicks,97,Sacramento Kings,99,Box Score,,"17,317",
332,"Fri, Dec 11, 2015",7:00p,Miami Heat,83,Indiana Pacers,96,Box Score,,"16,184",
333,"Fri, Dec 11, 2015",7:00p,Cleveland Cavaliers,111,Orlando Magic,76,Box Score,,"17,239",
334,"Fri, Dec 11, 2015",7:00p,Detroit Pistons,107,Philadelphia 76ers,95,Box Score,,"17,239",
335,"Fri, Dec 11, 2015",7:30p,Golden State Warriors,124,Boston Celtics,119,Box Score,2OT,"18,624",
336,"Fri, Dec 11, 2015",7:30p,Milwaukee Bucks,83,Toronto Raptors,90,Box Score,,"19,800",
337,"Fri, Dec 11, 2015",8:00p,Charlotte Hornets,123,Memphis Grizzlies,99,Box Score,,"17,111",
338,"Fri, Dec 11, 2015",8:00p,Washington Wizards,105,New Orleans Pelicans,107,Box Score,,"16,875",
339,"Fri, Dec 11, 2015",9:00p,Minnesota Timberwolves,108,Denver Nuggets,111,Box Score,OT,"12,533",
340,"Fri, Dec 11, 2015",9:00p,Oklahoma City Thunder,94,Utah Jazz,90,Box Score,,"19,911",
341,"Fri, Dec 11, 2015",9:30p,Portland Trail Blazers,106,Phoenix Suns,96,Box Score,,"17,028",
342,"Fri, Dec 11, 2015",9:30p,Los Angeles Lakers,87,San Antonio Spurs,109,Box Score,,"18,418",
343,"Sat, Dec 12, 2015",5:00p,Los Angeles Clippers,105,Brooklyn Nets,100,Box Score,,"15,689",
344,"Sat, Dec 12, 2015",7:00p,Boston Celtics,98,Charlotte Hornets,93,Box Score,,"18,490",
345,"Sat, Dec 12, 2015",7:30p,Indiana Pacers,96,Detroit Pistons,118,Box Score,,"14,858",
346,"Sat, Dec 12, 2015",8:00p,San Antonio Spurs,103,Atlanta Hawks,78,Box Score,,"17,752",
347,"Sat, Dec 12, 2015",8:00p,New Orleans Pelicans,94,Chicago Bulls,98,Box Score,,"21,605",
348,"Sat, Dec 12, 2015",8:00p,Los Angeles Lakers,97,Houston Rockets,126,Box Score,,"18,456",
349,"Sat, Dec 12, 2015",8:30p,Washington Wizards,114,Dallas Mavericks,111,Box Score,,"20,088",
350,"Sat, Dec 12, 2015",8:30p,Golden State Warriors,95,Milwaukee Bucks,108,Box Score,,"18,717",
351,"Sat, Dec 12, 2015",10:00p,New York Knicks,112,Portland Trail Blazers,110,Box Score,,"19,511",
352,"Sun, Dec 13, 2015",3:30p,Minnesota Timberwolves,101,Phoenix Suns,108,Box Score,,"16,919",
353,"Sun, Dec 13, 2015",6:00p,Memphis Grizzlies,97,Miami Heat,100,Box Score,,"19,813",
354,"Sun, Dec 13, 2015",6:00p,Philadelphia 76ers,76,Toronto Raptors,96,Box Score,,"19,800",
355,"Sun, Dec 13, 2015",7:00p,Utah Jazz,98,Oklahoma City Thunder,104,Box Score,OT,"18,203",
356,"Mon, Dec 14, 2015",7:00p,Toronto Raptors,90,Indiana Pacers,106,Box Score,,"16,598",
357,"Mon, Dec 14, 2015",7:30p,Orlando Magic,105,Brooklyn Nets,82,Box Score,,"12,946",
358,"Mon, Dec 14, 2015",7:30p,Los Angeles Clippers,105,Detroit Pistons,103,Box Score,OT,"13,525",
359,"Mon, Dec 14, 2015",8:00p,Miami Heat,100,Atlanta Hawks,88,Box Score,,"15,039",
360,"Mon, Dec 14, 2015",8:00p,Philadelphia 76ers,96,Chicago Bulls,115,Box Score,,"21,166",
361,"Mon, Dec 14, 2015",8:00p,Washington Wizards,95,Memphis Grizzlies,112,Box Score,,"15,397",
362,"Mon, Dec 14, 2015",8:30p,Phoenix Suns,94,Dallas Mavericks,104,Box Score,,"19,822",
363,"Mon, Dec 14, 2015",8:30p,Utah Jazz,81,San Antonio Spurs,118,Box Score,,"18,418",
364,"Mon, Dec 14, 2015",9:00p,Houston Rockets,108,Denver Nuggets,114,Box Score,,"12,022",
365,"Mon, Dec 14, 2015",10:00p,New Orleans Pelicans,101,Portland Trail Blazers,105,Box Score,,"19,231",
366,"Tue, Dec 15, 2015",7:30p,Cleveland Cavaliers,89,Boston Celtics,77,Box Score,,"18,624",
367,"Tue, Dec 15, 2015",8:00p,Denver Nuggets,112,Minnesota Timberwolves,100,Box Score,,"11,323",
368,"Tue, Dec 15, 2015",10:00p,Houston Rockets,97,Sacramento Kings,107,Box Score,,"17,317",
369,"Tue, Dec 15, 2015",10:30p,Milwaukee Bucks,95,Los Angeles Lakers,113,Box Score,,"18,997",
370,"Wed, Dec 16, 2015",7:00p,Dallas Mavericks,81,Indiana Pacers,107,Box Score,,"14,824",
371,"Wed, Dec 16, 2015",7:00p,Charlotte Hornets,98,Orlando Magic,113,Box Score,,"16,019",
372,"Wed, Dec 16, 2015",7:30p,Miami Heat,104,Brooklyn Nets,98,Box Score,,"15,113",
373,"Wed, Dec 16, 2015",7:30p,Boston Celtics,116,Detroit Pistons,119,Box Score,,"13,120",
374,"Wed, Dec 16, 2015",7:30p,Minnesota Timberwolves,102,New York Knicks,107,Box Score,,"19,812",
375,"Wed, Dec 16, 2015",8:00p,Philadelphia 76ers,106,Atlanta Hawks,127,Box Score,,"14,827",
376,"Wed, Dec 16, 2015",8:00p,Memphis Grizzlies,85,Chicago Bulls,98,Box Score,,"21,032",
377,"Wed, Dec 16, 2015",8:00p,Portland Trail Blazers,90,Oklahoma City Thunder,106,Box Score,,"18,203",
378,"Wed, Dec 16, 2015",8:30p,Washington Wizards,95,San Antonio Spurs,114,Box Score,,"18,418",
379,"Wed, Dec 16, 2015",9:00p,New Orleans Pelicans,104,Utah Jazz,94,Box Score,,"17,899",
380,"Wed, Dec 16, 2015",10:30p,Phoenix Suns,103,Golden State Warriors,128,Box Score,,"19,596",
381,"Wed, Dec 16, 2015",10:30p,Milwaukee Bucks,90,Los Angeles Clippers,103,Box Score,,"19,060",
382,"Thu, Dec 17, 2015",7:00p,Toronto Raptors,99,Charlotte Hornets,109,Box Score,OT,"15,817",
383,"Thu, Dec 17, 2015",8:00p,Oklahoma City Thunder,100,Cleveland Cavaliers,104,Box Score,,"20,562",
384,"Thu, Dec 17, 2015",10:30p,Houston Rockets,107,Los Angeles Lakers,87,Box Score,,"18,997",
385,"Fri, Dec 18, 2015",7:00p,Brooklyn Nets,97,Indiana Pacers,104,Box Score,,"16,548",
386,"Fri, Dec 18, 2015",7:00p,Portland Trail Blazers,94,Orlando Magic,102,Box Score,,"17,156",
387,"Fri, Dec 18, 2015",7:00p,New York Knicks,107,Philadelphia 76ers,97,Box Score,,"17,880",
388,"Fri, Dec 18, 2015",7:30p,Atlanta Hawks,109,Boston Celtics,101,Box Score,,"18,624",
389,"Fri, Dec 18, 2015",8:00p,Detroit Pistons,147,Chicago Bulls,144,Box Score,4OT,"21,534",
390,"Fri, Dec 18, 2015",8:00p,Toronto Raptors,108,Miami Heat,94,Box Score,,"19,600",
391,"Fri, Dec 18, 2015",8:00p,Sacramento Kings,95,Minnesota Timberwolves,99,Box Score,,"12,770",
392,"Fri, Dec 18, 2015",8:00p,Los Angeles Clippers,107,San Antonio Spurs,115,Box Score,,"18,418",
393,"Fri, Dec 18, 2015",8:30p,Memphis Grizzlies,88,Dallas Mavericks,97,Box Score,,"20,199",
394,"Fri, Dec 18, 2015",9:00p,Denver Nuggets,88,Utah Jazz,97,Box Score,,"19,169",
395,"Fri, Dec 18, 2015",10:30p,Milwaukee Bucks,112,Golden State Warriors,121,Box Score,,"19,596",
396,"Fri, Dec 18, 2015",10:30p,New Orleans Pelicans,88,Phoenix Suns,104,Box Score,,"17,227",
397,"Sat, Dec 19, 2015",5:00p,Los Angeles Lakers,78,Oklahoma City Thunder,118,Box Score,,"18,203",
398,"Sat, Dec 19, 2015",7:00p,Charlotte Hornets,101,Washington Wizards,109,Box Score,,"16,987",
399,"Sat, Dec 19, 2015",7:30p,Chicago Bulls,91,New York Knicks,107,Box Score,,"19,812",
400,"Sat, Dec 19, 2015",8:00p,Los Angeles Clippers,97,Houston Rockets,107,Box Score,,"18,212",
401,"Sat, Dec 19, 2015",8:00p,Indiana Pacers,84,Memphis Grizzlies,96,Box Score,,"18,119",
402,"Sun, Dec 20, 2015",1:00p,Minnesota Timberwolves,100,Brooklyn Nets,85,Box Score,,"14,552",
403,"Sun, Dec 20, 2015",1:00p,Portland Trail Blazers,109,Miami Heat,116,Box Score,,"19,600",
404,"Sun, Dec 20, 2015",3:30p,Philadelphia 76ers,86,Cleveland Cavaliers,108,Box Score,,"20,562",
405,"Sun, Dec 20, 2015",5:00p,Milwaukee Bucks,101,Phoenix Suns,95,Box Score,,"16,859",
406,"Sun, Dec 20, 2015",6:00p,Atlanta Hawks,103,Orlando Magic,100,Box Score,,"16,982",
407,"Sun, Dec 20, 2015",6:00p,Sacramento Kings,104,Toronto Raptors,94,Box Score,,"19,800",
408,"Sun, Dec 20, 2015",8:00p,New Orleans Pelicans,130,Denver Nuggets,125,Box Score,,"13,857",
409,"Mon, Dec 21, 2015",7:00p,Sacramento Kings,99,Washington Wizards,113,Box Score,,"15,124",
410,"Mon, Dec 21, 2015",7:30p,Minnesota Timberwolves,99,Boston Celtics,113,Box Score,,"18,624",
411,"Mon, Dec 21, 2015",7:30p,Orlando Magic,107,New York Knicks,99,Box Score,,"19,812",
412,"Mon, Dec 21, 2015",8:00p,Portland Trail Blazers,97,Atlanta Hawks,106,Box Score,,"18,373",
413,"Mon, Dec 21, 2015",8:00p,Brooklyn Nets,105,Chicago Bulls,102,Box Score,,"21,825",
414,"Mon, Dec 21, 2015",8:00p,Charlotte Hornets,95,Houston Rockets,102,Box Score,,"18,236",
415,"Mon, Dec 21, 2015",8:30p,Indiana Pacers,92,San Antonio Spurs,106,Box Score,,"18,418",
416,"Mon, Dec 21, 2015",9:00p,Phoenix Suns,89,Utah Jazz,110,Box Score,,"19,911",
417,"Mon, Dec 21, 2015",10:30p,Oklahoma City Thunder,100,Los Angeles Clippers,99,Box Score,,"19,415",
418,"Tue, Dec 22, 2015",7:00p,Memphis Grizzlies,104,Philadelphia 76ers,90,Box Score,,"15,552",
419,"Tue, Dec 22, 2015",7:30p,Detroit Pistons,93,Miami Heat,92,Box Score,,"19,901",
420,"Tue, Dec 22, 2015",7:30p,Dallas Mavericks,99,Toronto Raptors,103,Box Score,,"19,800",
421,"Tue, Dec 22, 2015",9:00p,Los Angeles Lakers,111,Denver Nuggets,107,Box Score,,"19,124",
422,"Wed, Dec 23, 2015",7:00p,Boston Celtics,102,Charlotte Hornets,89,Box Score,,"19,082",
423,"Wed, Dec 23, 2015",7:00p,New York Knicks,84,Cleveland Cavaliers,91,Box Score,,"20,562",
424,"Wed, Dec 23, 2015",7:00p,Sacramento Kings,108,Indiana Pacers,106,Box Score,,"18,165",
425,"Wed, Dec 23, 2015",7:00p,Houston Rockets,101,Orlando Magic,104,Box Score,,"17,061",
426,"Wed, Dec 23, 2015",7:00p,Memphis Grizzlies,91,Washington Wizards,100,Box Score,,"15,879",
427,"Wed, Dec 23, 2015",7:30p,Dallas Mavericks,119,Brooklyn Nets,118,Box Score,OT,"15,994",
428,"Wed, Dec 23, 2015",8:00p,Detroit Pistons,100,Atlanta Hawks,107,Box Score,,"17,575",
429,"Wed, Dec 23, 2015",8:00p,Philadelphia 76ers,100,Milwaukee Bucks,113,Box Score,,"15,754",
430,"Wed, Dec 23, 2015",8:00p,San Antonio Spurs,108,Minnesota Timberwolves,83,Box Score,,"16,788",
431,"Wed, Dec 23, 2015",8:00p,Portland Trail Blazers,89,New Orleans Pelicans,115,Box Score,,"16,686",
432,"Wed, Dec 23, 2015",9:00p,Denver Nuggets,104,Phoenix Suns,96,Box Score,,"17,034",
433,"Wed, Dec 23, 2015",10:30p,Utah Jazz,85,Golden State Warriors,103,Box Score,,"19,596",
434,"Wed, Dec 23, 2015",10:30p,Oklahoma City Thunder,120,Los Angeles Lakers,85,Box Score,,"18,997",
435,"Fri, Dec 25, 2015",12:00p,New Orleans Pelicans,88,Miami Heat,94,Box Score,OT,"19,845",
436,"Fri, Dec 25, 2015",2:30p,Chicago Bulls,105,Oklahoma City Thunder,96,Box Score,,"18,203",
437,"Fri, Dec 25, 2015",5:00p,Cleveland Cavaliers,83,Golden State Warriors,89,Box Score,,"19,596",
438,"Fri, Dec 25, 2015",8:00p,San Antonio Spurs,84,Houston Rockets,88,Box Score,,"18,319",
439,"Fri, Dec 25, 2015",10:30p,Los Angeles Clippers,94,Los Angeles Lakers,84,Box Score,,"18,997",
440,"Sat, Dec 26, 2015",4:00p,Washington Wizards,111,Brooklyn Nets,96,Box Score,,"17,732",
441,"Sat, Dec 26, 2015",5:00p,Toronto Raptors,111,Milwaukee Bucks,90,Box Score,,"16,329",
442,"Sat, Dec 26, 2015",7:00p,Memphis Grizzlies,92,Charlotte Hornets,98,Box Score,,"19,091",
443,"Sat, Dec 26, 2015",7:00p,Houston Rockets,108,New Orleans Pelicans,110,Box Score,,"18,248",
444,"Sat, Dec 26, 2015",7:00p,Miami Heat,108,Orlando Magic,101,Box Score,,"18,846",
445,"Sat, Dec 26, 2015",7:30p,New York Knicks,98,Atlanta Hawks,117,Box Score,,"19,015",
446,"Sat, Dec 26, 2015",7:30p,Boston Celtics,99,Detroit Pistons,93,Box Score,,"18,288",
447,"Sat, Dec 26, 2015",8:00p,Indiana Pacers,102,Minnesota Timberwolves,88,Box Score,,"15,076",
448,"Sat, Dec 26, 2015",8:30p,Chicago Bulls,111,Dallas Mavericks,118,Box Score,,"20,392",
449,"Sat, Dec 26, 2015",8:30p,Denver Nuggets,86,San Antonio Spurs,101,Box Score,,"18,420",
450,"Sat, Dec 26, 2015",9:00p,Philadelphia 76ers,111,Phoenix Suns,104,Box Score,,"17,548",
451,"Sat, Dec 26, 2015",9:00p,Los Angeles Clippers,109,Utah Jazz,104,Box Score,,"19,911",
452,"Sat, Dec 26, 2015",10:00p,Cleveland Cavaliers,76,Portland Trail Blazers,105,Box Score,,"19,393",
453,"Sun, Dec 27, 2015",6:00p,Los Angeles Lakers,96,Memphis Grizzlies,112,Box Score,,"18,119",
454,"Sun, Dec 27, 2015",7:00p,New York Knicks,91,Boston Celtics,100,Box Score,,"18,624",
455,"Sun, Dec 27, 2015",7:00p,Denver Nuggets,112,Oklahoma City Thunder,122,Box Score,,"18,203",
456,"Sun, Dec 27, 2015",9:00p,Portland Trail Blazers,98,Sacramento Kings,94,Box Score,,"17,317",
457,"Mon, Dec 28, 2015",7:00p,Los Angeles Lakers,98,Charlotte Hornets,108,Box Score,,"19,632",
458,"Mon, Dec 28, 2015",7:00p,Atlanta Hawks,87,Indiana Pacers,93,Box Score,,"18,165",
459,"Mon, Dec 28, 2015",7:00p,New Orleans Pelicans,89,Orlando Magic,104,Box Score,,"17,606",
460,"Mon, Dec 28, 2015",7:00p,Los Angeles Clippers,108,Washington Wizards,91,Box Score,,"20,356",
461,"Mon, Dec 28, 2015",7:30p,Brooklyn Nets,111,Miami Heat,105,Box Score,,"19,975",
462,"Mon, Dec 28, 2015",8:00p,Toronto Raptors,97,Chicago Bulls,104,Box Score,,"21,898",
463,"Mon, Dec 28, 2015",8:30p,Milwaukee Bucks,93,Dallas Mavericks,103,Box Score,,"20,300",
464,"Mon, Dec 28, 2015",8:30p,Minnesota Timberwolves,95,San Antonio Spurs,101,Box Score,,"18,493",
465,"Mon, Dec 28, 2015",9:00p,Cleveland Cavaliers,101,Phoenix Suns,97,Box Score,,"18,319",
466,"Mon, Dec 28, 2015",9:00p,Philadelphia 76ers,91,Utah Jazz,95,Box Score,,"19,911",
467,"Mon, Dec 28, 2015",10:30p,Sacramento Kings,103,Golden State Warriors,122,Box Score,,"19,596",
468,"Tue, Dec 29, 2015",7:30p,Detroit Pistons,96,New York Knicks,108,Box Score,,"19,812",
469,"Tue, Dec 29, 2015",8:00p,Atlanta Hawks,121,Houston Rockets,115,Box Score,,"18,211",
470,"Tue, Dec 29, 2015",8:00p,Miami Heat,90,Memphis Grizzlies,99,Box Score,OT,"18,119",
471,"Tue, Dec 29, 2015",8:00p,Milwaukee Bucks,123,Oklahoma City Thunder,131,Box Score,,"18,203",
472,"Tue, Dec 29, 2015",9:00p,Cleveland Cavaliers,93,Denver Nuggets,87,Box Score,,"17,523",
473,"Wed, Dec 30, 2015",7:00p,Los Angeles Clippers,122,Charlotte Hornets,117,Box Score,,"19,145",
474,"Wed, Dec 30, 2015",7:00p,Brooklyn Nets,93,Orlando Magic,100,Box Score,,"18,397",
475,"Wed, Dec 30, 2015",7:30p,Los Angeles Lakers,112,Boston Celtics,104,Box Score,,"18,624",
476,"Wed, Dec 30, 2015",7:30p,Washington Wizards,91,Toronto Raptors,94,Box Score,,"19,800",
477,"Wed, Dec 30, 2015",8:00p,Indiana Pacers,100,Chicago Bulls,102,Box Score,OT,"22,206",
478,"Wed, Dec 30, 2015",8:00p,Utah Jazz,80,Minnesota Timberwolves,94,Box Score,,"14,326",
479,"Wed, Dec 30, 2015",8:30p,Golden State Warriors,91,Dallas Mavericks,114,Box Score,,"20,494",
480,"Wed, Dec 30, 2015",8:30p,Phoenix Suns,79,San Antonio Spurs,112,Box Score,,"18,418",
481,"Wed, Dec 30, 2015",10:00p,Denver Nuggets,103,Portland Trail Blazers,110,Box Score,,"19,393",
482,"Wed, Dec 30, 2015",10:00p,Philadelphia 76ers,110,Sacramento Kings,105,Box Score,,"17,317",
483,"Thu, Dec 31, 2015",6:00p,Minnesota Timberwolves,90,Detroit Pistons,115,Box Score,,"15,475",
